ID,"К-во известных юрлиц, шт","К-во филиалов, шт","Товарный ассортимент, шт","К-во групп покупаемых товаров, шт","К-во специализаций покупаемых товаров, шт","Кол-во типов покупаемых товаров, шт","Сумма покупок за все время, руб","Общее к-во покупок за все время, шт",К-во дней сотрудничества,К-во дней с последней покупки,Ранг популярности групп товаров,Ранг популярности спец товаров,Ранг популярности типов товаров,"Средняя стоимость товара, руб",Дней взаимодействия в месяц
570,1,1,20,1,1,8,1852202.73,6167.0,1464,46,4.0,4.0,49.413919413919416,300.3409648127128,1.1041666666666667
571,1,1,2,1,1,1,24267.899999999998,210.0,691,1162,4.0,4.0,61.0,115.56142857142856,1.0
572,1,1,3,1,2,2,4567.68,6.0,1,1113,4.0,3.0,48.166666666666664,761.2800000000001,1.0
573,1,1,10,2,2,7,64671.59,176.0,596,262,3.9565217391304346,4.086956521739131,50.54347826086956,367.4522159090909,1.0
574,1,1,6,1,1,2,5870.87,51.0,190,1425,4.0,4.0,60.285714285714285,115.11509803921568,1.25
575,1,1,9,1,3,3,36846.92,39.0,457,38,4.0,3.1578947368421053,50.05263157894737,944.7928205128204,1.0
576,1,1,12,1,1,6,373866.64,2111.0,1829,42,4.0,4.0,47.114583333333336,177.1040454760777,1.0
577,1,1,3,1,1,3,8496148.75,27880.0,942,1,4.0,4.0,45.44043321299639,304.7399121233859,3.0
578,1,1,29,2,2,11,567269.26,1659.0,274,44,3.716417910447761,4.567164179104478,53.02985074626866,341.934454490657,1.5
579,1,1,9,1,2,2,855217.04,690.0,1366,149,4.0,3.4,53.3,1239.4449855072464,1.1666666666666667
580,1,1,8,2,4,5,428050.58999999997,1445.0,1901,1,3.983050847457627,3.864406779661017,55.71186440677966,296.22878200692037,1.0
581,1,1,4,1,1,1,244963.58,350.0,363,3,4.0,4.0,54.0,699.8959428571428,1.5625
582,1,1,24,2,2,8,431189.3,1483.0,1130,14,3.9917695473251027,4.016460905349795,47.67078189300412,290.7547538772758,2.236111111111111
583,1,1,23,1,1,7,1215707.36,3499.0,610,1,4.0,4.0,49.118840579710145,347.44422977993713,2.6666666666666665
584,1,1,18,1,1,1,8535.16,36.0,1,92,3.0,6.0,62.0,237.08777777777777,1.0
585,1,1,5,2,3,3,55883.46,35.0,191,1121,2.5714285714285716,3.4285714285714284,44.42857142857143,1596.6702857142857,1.0
586,1,1,5,1,1,5,133137.8,315.0,93,1758,4.0,4.0,49.75,422.6596825396825,1.0
587,1,1,8,1,1,6,623526.16,2529.0,1357,442,4.0,4.0,52.67857142857143,246.55047844998023,1.25
588,1,1,5,1,1,2,388185.52999999997,1007.0,861,946,4.0,4.0,55.285714285714285,385.48712015888776,1.0333333333333334
589,1,1,70,2,5,12,12684531.66,26226.0,1905,0,3.961741424802111,3.469656992084433,51.94854881266491,483.66245939144363,1.5972222222222223
590,1,1,123,2,5,12,5582509.59,14292.0,1581,284,3.8488372093023258,3.637873754152824,52.63953488372093,390.6038056255248,1.375
591,1,1,5,1,2,5,5704.21,154.0,86,1625,4.0,3.272727272727273,46.72727272727273,37.040324675324676,1.0
592,1,1,7,1,1,5,152036.11,478.0,550,1254,4.0,4.0,50.95454545454545,318.06717573221755,1.0
593,1,1,2,1,1,1,32205.0,20.0,1,1522,4.0,2.0,60.0,1610.25,1.0
594,1,1,11,1,1,5,206981.79,807.0,204,1509,4.0,4.0,53.526315789473685,256.4830111524164,1.0
595,1,1,4,1,1,1,11300.68,9.0,543,98,3.0,6.0,62.0,1255.631111111111,1.5
596,1,1,8,2,2,2,182594.34,101.0,1366,532,3.9615384615384617,2.076923076923077,59.0,1807.8647524752475,1.0
597,1,1,7,1,2,2,88694.5,154.0,1559,94,4.0,3.9411764705882355,53.6764705882353,575.9383116883117,1.0984848484848486
598,1,1,2,1,2,2,4787.9,100.0,49,1423,4.0,3.0,54.5,47.879,1.0
599,1,1,5,1,1,1,242779.72,358.0,1807,77,4.0,4.0,54.0,678.1556424581006,1.0
601,1,1,3,1,1,1,14542.9,18.0,1,739,4.0,4.0,54.0,807.9388888888889,1.0
602,1,1,67,3,5,13,14011767.24,193355.0,1807,101,3.9231613611416027,3.229418221734358,55.27661909989023,72.46653688810737,3.5555555555555554
603,1,1,4,1,2,2,85559.0,11.0,380,80,3.0,5.25,51.0,7778.090909090909,1.0
604,1,1,1,1,1,1,3998.76,4.0,1,63,2.0,1.0,53.0,999.69,1.0
605,1,1,21,3,4,9,424098.22000000003,1401.0,1398,102,3.575,3.75,53.475,302.71107780157035,1.3541666666666667
606,1,1,10,1,2,6,6009629.8,43197.0,327,4,4.0,3.7044334975369457,54.40886699507389,139.12146213857443,3.2
607,1,1,44,3,4,8,4006580.5,24824.0,332,22,3.717948717948718,4.17948717948718,56.34615384615385,161.3994722848856,2.2
608,1,1,3,1,1,1,7279.02,4.0,631,1257,3.0,6.0,62.0,1819.755,1.0
609,1,1,35,2,4,8,2789197.86,8938.0,638,1250,3.827814569536424,4.125827814569536,57.82781456953642,312.0606243007384,1.1363636363636365
610,1,1,3,1,2,1,35689.82,58.0,1296,581,4.0,3.625,54.0,615.341724137931,1.0
611,1,1,1,1,1,1,40040.0,28.0,624,854,4.0,4.0,54.0,1430.0,1.0
612,1,1,51,3,5,14,370122.14,4663.0,1387,501,3.7569444444444446,2.9444444444444446,50.895833333333336,79.37425262706412,1.35
614,1,1,2,1,1,1,1565.1,60.0,1,1817,4.0,2.0,52.0,26.084999999999997,1.0
615,1,1,8,1,1,1,11308.12,10.0,720,906,3.0,6.0,62.0,1130.8120000000001,1.0
616,1,1,65,3,3,8,3716417.62,15971.0,756,1151,3.7471526195899774,4.2984054669703875,52.59225512528474,232.6978661323649,2.875
617,1,1,20,1,1,8,68288.81,240.0,216,324,4.0,4.0,45.47222222222222,284.5367083333333,2.75
618,1,1,6,2,3,5,1049434.38,454.0,372,1453,3.5,3.0,32.125,2311.5294713656385,1.125
619,1,1,3,1,1,2,716768.86,3.0,186,1379,3.0,3.0,23.0,238922.95333333334,1.0
620,1,1,2,1,1,2,462076.19,2.0,186,1379,3.0,3.0,25.5,231038.095,1.0
621,1,1,3,1,1,2,540222.5,3.0,743,518,3.0,3.0,23.0,180074.16666666666,1.0
622,1,1,10,2,3,7,177451.61000000002,595.0,506,245,3.95,3.8,49.5,298.238,1.0
623,1,1,1,1,1,1,25937.6,80.0,1,1898,4.0,4.0,36.5,324.21999999999997,1.0
624,1,1,9,2,3,5,44153.13,338.0,1848,59,3.782608695652174,3.9565217391304346,50.26086956521739,130.6305621301775,1.1481481481481481
625,1,1,5,1,1,3,26951.78,44.0,304,1204,4.0,4.0,52.421052631578945,612.5404545454545,1.2857142857142858
626,1,1,35,2,5,14,4385751.07,16051.0,794,1066,3.984189723320158,3.9802371541501977,43.962450592885375,273.2384941748178,2.4722222222222223
627,1,1,26,1,2,14,62721.42,2006.0,555,1352,4.0,2.820143884892086,51.02158273381295,31.266909272183447,1.7222222222222223
629,1,1,10,2,2,5,31722.65,150.0,694,1205,3.9583333333333335,4.083333333333333,46.375,211.48433333333335,1.2
630,1,1,25,2,3,3,44045.03,104.0,631,793,2.870967741935484,5.32258064516129,59.87096774193548,423.50990384615386,1.4285714285714286
631,1,1,5,1,1,5,27541.99,216.0,229,1676,4.0,4.0,48.76190476190476,127.50921296296298,1.1666666666666667
632,1,1,1,1,1,1,686.34,2.0,1,1261,4.0,4.0,36.5,343.17,1.0
633,1,2,9,1,1,5,132057.07,651.0,1857,38,4.0,4.0,46.38461538461539,202.8526420890937,1.125
634,1,1,11,2,3,4,95924.55,266.0,1450,144,3.210526315789474,5.315789473684211,52.10526315789474,360.6186090225564,1.0
635,1,1,5,2,4,4,444873.71,7.0,239,396,2.6,3.2,46.6,63553.387142857144,1.0
636,1,1,11,2,2,7,83184.19,835.0,244,1662,3.9545454545454546,4.090909090909091,44.68181818181818,99.62178443113773,1.0
637,1,1,13,1,1,6,191317.83,477.0,478,16,4.0,4.0,41.276595744680854,401.0855974842767,1.2727272727272727
638,1,1,3,1,2,2,67958.26,1828.0,1065,507,4.0,2.2666666666666666,54.0,37.176291028446386,1.2777777777777777
639,1,1,1,1,1,1,320000.0,2.0,1,849,3.0,3.0,33.0,160000.0,1.0
641,1,1,10,2,2,2,4247.91,10.0,1,1682,2.5,3.5,57.5,424.791,1.0
643,1,1,15,2,2,7,66330.67,229.0,100,1106,3.9761904761904763,4.0476190476190474,48.26190476190476,289.65358078602617,1.25
644,1,1,8,2,3,6,5950.5199999999995,16.0,132,1662,3.75,4.416666666666667,49.833333333333336,371.90749999999997,1.3333333333333333
645,1,1,3,1,1,2,176603.46,304.0,1194,708,4.0,4.0,49.625,580.9324342105263,1.1666666666666667
646,1,1,1,1,1,1,800.3,1.0,1,1163,2.0,1.0,53.0,800.3,1.0
647,1,1,1,1,1,1,5850.0,150.0,1,536,4.0,4.0,56.0,39.0,1.0
648,1,1,4,1,1,4,85715.1,245.0,1,1904,4.0,4.0,43.285714285714285,349.8575510204082,1.0
649,1,1,1,1,1,1,7300.2,20.0,1,373,4.0,4.0,59.0,365.01,1.0
650,1,1,9,2,2,8,55738.22,176.0,452,1400,3.96,4.08,47.28,316.69443181818184,1.0
651,1,1,9,1,1,7,150447.92,719.0,156,1667,4.0,4.0,50.411764705882355,209.2460639777469,1.0
652,1,1,9,2,2,5,102003.09,510.0,283,1590,3.6875,4.625,58.5625,200.0060588235294,1.0
653,1,1,71,2,3,9,3495151.6,13567.0,1538,360,3.6374045801526718,4.297709923664122,55.39312977099237,257.6215522960124,1.1428571428571428
655,1,1,17,2,2,7,18880.76,72.0,261,1626,3.5,5.0,55.45454545454545,262.23277777777776,1.3333333333333333
656,1,1,9,1,1,2,356648.7,422.0,948,7,4.0,4.0,53.3,845.1390995260664,1.0
657,1,1,37,3,3,3,758346.66,523.0,1856,38,2.08974358974359,1.1602564102564104,53.455128205128204,1449.9936137667305,1.8636363636363635
658,1,1,60,2,4,9,44787875.23,158142.0,1191,4,3.9916666666666667,3.9694444444444446,48.90277777777778,283.2130315159793,2.777777777777778
659,1,1,17,2,2,7,361439.27,1226.0,609,275,3.8983050847457625,4.203389830508475,54.847457627118644,294.8118026101142,1.5
660,1,1,48,3,7,7,7108809.15,5539.0,1603,200,3.8646153846153846,2.5292307692307694,58.65846153846154,1283.4102094240839,1.9791666666666667
661,1,1,11,1,1,6,686785.1,1075.0,112,37,4.0,4.0,53.92982456140351,638.8698604651163,3.25
662,1,1,2,1,1,2,152105.0,1375.0,95,1534,4.0,4.0,59.333333333333336,110.62181818181818,1.0
663,1,1,7,1,1,5,41634.07,204.0,7,1163,4.0,4.0,46.25,204.08857843137255,3.0
664,1,1,21,2,3,6,4119596.48,10595.0,1623,241,3.84297520661157,4.297520661157025,56.14049586776859,388.8245851816895,1.763888888888889
665,1,1,13,2,3,3,194496.66,627.0,1745,115,3.235294117647059,5.411764705882353,61.705882352941174,310.202009569378,1.1666666666666667
666,1,1,1,1,1,1,3027.0,20.0,266,1297,4.0,4.0,61.0,151.35,1.0
667,1,1,3,1,1,1,917178.72,1188.0,792,1044,4.0,4.0,54.0,772.0359595959595,1.0
668,1,1,1,1,1,1,258750.0,2250.0,1,1738,4.0,4.0,61.0,115.0,1.0
669,1,1,63,2,3,21,1601912.06,20121.0,1034,410,3.9794117647058824,2.8411764705882354,48.720588235294116,79.61393867104022,1.3055555555555556
670,1,1,9,1,1,1,555163.36,780.0,616,148,4.0,4.0,54.0,711.7478974358975,1.1
671,1,1,9,2,2,5,39538.63,94.0,1138,749,3.7857142857142856,4.428571428571429,45.67857142857143,420.6237234042553,1.0
672,1,1,7,1,1,3,61007.97,28.0,121,520,4.0,2.0,41.7,2178.8560714285713,1.0
673,1,1,57,3,5,12,663428.37,3229.0,380,1512,3.608040201005025,3.778894472361809,49.53266331658291,205.45938990399503,1.5833333333333333
674,1,1,4,1,1,4,49130.45,190.0,63,1788,4.0,4.0,56.55555555555556,258.58131578947365,1.0
675,1,1,8,1,1,1,5200.01,9.0,31,1856,2.0,1.0,53.0,577.7788888888889,1.0
676,1,1,5,1,2,4,52309.840000000004,62.0,1,427,4.0,3.3333333333333335,41.333333333333336,843.7070967741936,1.0
677,1,1,1,1,1,1,900000.0,2.0,6,851,3.0,3.0,33.0,450000.0,2.0
678,1,1,26,3,4,11,1270765.9000000001,6171.0,441,1129,3.8222222222222224,2.1555555555555554,48.13333333333333,205.92544158159134,1.1428571428571428
679,1,1,51,2,5,9,3338604.7199999997,5143.0,1870,37,3.9676375404530746,2.705501618122977,54.11974110032362,649.155107913669,1.3277777777777777
681,1,1,15,1,1,6,223986.45,495.0,198,71,4.0,4.0,50.3125,452.4978787878788,1.0
682,1,1,2,1,1,1,2399.54,2.0,1,1008,2.0,1.0,53.0,1199.77,1.0
683,1,1,3,1,1,1,267336.0,174.0,196,149,4.0,1.0,54.0,1536.4137931034484,1.0
684,1,1,5,2,3,4,247135.8,1752.0,15,1711,3.6666666666666665,4.333333333333333,52.333333333333336,141.05924657534246,2.0
685,1,1,19,1,2,5,5666021.15,9963.0,1805,72,4.0,3.9870967741935486,53.78064516129032,568.706328415136,1.2083333333333333
686,1,1,39,3,4,9,4186496.82,15868.0,515,1222,3.5588235294117645,4.485294117647059,54.69117647058823,263.8326707839677,1.3125
687,1,1,4,1,1,4,7387.65,30.0,1,1246,4.0,4.0,41.166666666666664,246.255,1.0
688,1,1,4,2,2,3,222579.59,1090.0,1248,21,3.9705882352941178,4.0588235294117645,58.14705882352941,204.20145871559632,1.2833333333333334
689,1,1,2,1,1,1,41007.9,180.0,130,256,4.0,4.0,61.0,227.8216666666667,1.0
690,1,1,8,2,2,4,407951.41,986.0,319,0,3.973684210526316,4.052631578947368,55.578947368421055,413.7438235294117,1.0
691,1,1,7,1,1,1,42927.66,64.0,82,143,4.0,4.0,54.0,670.7446875,1.0
692,1,1,38,2,3,14,9548392.14,39407.0,1491,9,3.9985486211901304,3.885341074020319,46.48040638606676,242.30192960641511,1.75
693,1,1,8,1,1,6,35726.28,113.0,595,298,4.0,4.0,49.666666666666664,316.1617699115044,1.2857142857142858
694,1,1,1,1,1,1,7967.0,10.0,1,1682,4.0,4.0,54.0,796.7,1.0
695,1,1,1,1,1,1,908.31,1.0,1,1394,3.0,6.0,62.0,908.31,1.0
696,1,1,42,2,5,8,1678009.89,1182.0,966,470,3.9382352941176473,2.2294117647058824,55.46764705882353,1419.636116751269,2.4722222222222223
697,1,1,16,3,3,8,421469.46,895.0,88,189,3.6470588235294117,3.7450980392156863,40.705882352941174,470.91559776536315,2.25
698,1,1,14,2,4,12,328811.95,163.0,7,1836,3.6470588235294117,4.0588235294117645,45.8235294117647,2017.2512269938652,2.0
699,1,1,2,1,1,1,150000.0,2.0,27,361,3.0,4.0,11.0,75000.0,1.0
700,1,1,35,2,2,2,97809.55,39.0,91,1801,2.6857142857142855,4.428571428571429,59.17142857142857,2507.9371794871795,1.25
701,1,1,15,3,4,4,114888.75,289.0,1472,315,3.0454545454545454,4.545454545454546,57.22727272727273,397.53892733564015,1.1428571428571428
702,1,1,1,1,1,1,636000.0,13.0,72,1121,3.0,3.0,33.0,48923.07692307692,1.0
703,1,1,2,2,2,2,1423.63,6.0,78,1767,3.5,5.0,61.5,237.27166666666668,1.0
704,1,1,15,2,2,8,2390910.18,10461.0,964,941,3.9776119402985075,4.044776119402985,48.5,228.55464869515345,1.0
706,1,1,15,3,3,7,319288.28,2951.0,1793,99,3.8392857142857144,3.8214285714285716,55.42857142857143,108.19663842765165,1.0370370370370372
707,1,1,47,3,3,9,246876.08,824.0,1396,477,3.5841584158415842,4.693069306930693,52.04950495049505,299.6068932038835,1.3148148148148149
708,1,1,15,2,3,3,15851.77,24.0,508,1366,2.4583333333333335,3.2083333333333335,55.958333333333336,660.4904166666666,1.3333333333333333
709,1,1,3,1,1,3,692030.28,880.0,1870,17,4.0,4.0,53.97,786.3980454545455,1.0625
710,1,1,8,1,1,6,25194.63,97.0,360,1527,4.0,4.0,48.833333333333336,259.7384536082474,1.0
711,1,1,1,1,1,1,1233.32,4.0,1,1277,4.0,4.0,36.5,308.33,1.0
712,1,1,1,1,1,1,48720.0,84.0,1,1187,4.0,4.0,54.0,580.0,1.0
713,1,1,8,2,3,4,891826.8400000001,22.0,51,1801,3.125,4.625,47.0,40537.58363636364,1.5
714,1,1,30,1,2,8,844772.39,2653.0,1887,21,4.0,3.989100817438692,48.444141689373296,318.4215567282322,1.1069444444444445
717,1,1,5,1,1,1,151719.88,242.0,1771,123,4.0,4.0,54.0,626.941652892562,1.1041666666666667
718,1,1,11,1,1,8,34629.590000000004,181.0,131,1508,4.0,4.0,36.107142857142854,191.32370165745857,1.0
719,1,1,8,2,2,7,56195.55,228.0,596,1256,3.8666666666666667,4.266666666666667,52.86666666666667,246.4717105263158,1.0
720,1,1,13,2,2,6,370357.55,1317.0,1787,73,3.9767441860465116,4.046511627906977,50.848837209302324,281.21302201974186,1.0
721,1,1,6,2,2,2,4249.72,39.0,680,666,3.2857142857142856,4.857142857142857,59.142857142857146,108.9671794871795,1.0
722,1,1,4,1,1,2,248757.74,460.0,623,904,4.0,4.0,41.5,540.7776956521739,1.0
723,1,1,13,1,1,6,6411314.5,10178.0,246,15,4.0,4.0,50.65714285714286,629.9188936922775,1.125
724,1,1,19,1,2,12,42573.87,1176.0,313,1383,4.0,2.4545454545454546,48.04545454545455,36.202270408163265,1.0
725,1,1,15,1,1,8,283797.7,1153.0,1819,65,4.0,4.0,39.214285714285715,246.13850823937554,1.0
726,1,1,41,3,5,13,2571973.66,7484.0,638,17,3.905263157894737,3.873684210526316,52.59298245614035,343.6629690005345,3.125
727,1,1,39,2,3,21,90599.94,2969.0,148,1729,3.983739837398374,2.4390243902439024,44.75609756097561,30.51530481643651,1.1666666666666667
728,1,1,108,3,6,19,40117662.38,427649.0,1906,2,3.9922543823889116,2.9861394211169996,49.81600760972958,93.80978882214153,4.875
729,1,1,46,3,7,17,763587.5,6694.0,518,1389,3.9735576923076925,3.0625,51.86298076923077,114.07043621153272,3.3333333333333335
730,1,1,56,1,3,13,2711748.47,34154.0,670,1236,4.0,2.64951768488746,51.646302250803856,79.39768314106693,4.166666666666667
731,1,1,65,3,4,13,61296749.19,181385.0,751,2,3.9860494610019024,3.9961953075459733,50.01838934686113,337.93725605755714,7.875
732,1,1,55,2,3,11,6095426.07,19670.0,935,21,3.9511627906976745,4.013953488372093,49.61860465116279,309.88439603457044,2.2222222222222223
733,1,1,48,2,2,10,5740711.96,22127.0,307,1599,3.9558359621451102,4.0883280757097795,53.02365930599369,259.4437546888417,7.818181818181818
734,1,1,64,2,3,5,2533878.85,4107.0,1890,9,3.1619718309859155,5.633802816901408,59.436619718309856,616.9658753347943,1.9090909090909092
735,1,1,22,3,4,9,1326151.56,3974.0,50,1858,3.6,4.4,54.45,333.70698540513337,4.0
736,1,1,391,3,9,30,53232899.96,113792.0,1836,2,3.7808673469387757,3.330612244897959,54.00612244897959,467.80880870359954,8.140277777777778
737,1,1,90,2,5,8,11164528.65,119019.0,1895,3,3.68125,4.528125,57.65625,93.80459128374461,2.1194444444444445
738,1,1,34,2,3,12,562548.53,4700.0,771,1130,3.887218045112782,4.195488721804511,49.12781954887218,119.6911765957447,1.148148148148148
739,1,1,18,2,4,11,323323.71,1086.0,1019,882,3.9902439024390244,3.975609756097561,49.37560975609756,297.7198066298343,1.2916666666666667
740,1,1,133,3,5,13,57253923.26,164088.0,1907,1,3.81767955801105,4.333500753390256,52.89552988448016,348.9220616986007,4.729166666666667
741,1,1,3,1,1,1,1700000.0,20.0,27,529,3.0,3.0,33.0,85000.0,1.0
742,1,1,38,2,2,6,8926130.2,22293.0,509,11,3.4823529411764707,5.035294117647059,55.55294117647059,400.4005831426905,2.0
743,1,1,1,1,1,1,39000.0,625.0,1,1584,4.0,4.0,56.0,62.4,1.0
744,1,1,1,1,1,1,793.07,1.0,1,1837,3.0,6.0,62.0,793.07,1.0
745,1,1,2,1,1,1,365640.0,836.0,412,1439,4.0,4.0,36.5,437.36842105263156,1.3333333333333333
746,1,1,10,1,1,7,1870836.93,12915.0,320,1565,4.0,4.0,44.413223140495866,144.8576794425087,1.8181818181818181
747,1,1,23,2,2,5,444444.92,1921.0,1860,10,3.5681818181818183,4.863636363636363,58.18181818181818,231.36122852680896,1.25
748,1,1,46,3,5,11,1821327.76,6280.0,554,1352,3.807272727272727,3.96,48.77454545454545,290.0203439490446,2.75
749,1,1,18,2,5,6,2949465.31,13875.0,1863,37,3.9835526315789473,3.960526315789474,56.30921052631579,212.5740763963964,1.8833333333333335
750,1,2,16,2,4,7,6088833.44,21910.0,1903,3,3.959051724137931,4.038793103448276,44.39655172413793,277.902028297581,2.077777777777778
751,1,1,44,2,2,8,3354696.46,12482.0,868,122,3.878612716763006,4.242774566473988,55.092485549132945,268.76273513859957,2.8333333333333335
752,1,1,30,3,3,8,61534867.0,88547.0,715,14,3.981333333333333,3.981333333333333,49.19466666666667,694.940167368742,4.666666666666667
754,1,1,1,1,1,1,2384.3,2.0,1,1891,3.0,6.0,62.0,1192.15,1.0
755,1,1,1,1,1,1,20520.92,28.0,1,746,4.0,4.0,54.0,732.89,1.0
756,1,1,6,1,1,4,16113.54,54.0,1,1625,4.0,4.0,39.8,298.3988888888889,1.0
757,1,1,1,1,1,1,2500.0,2.0,1,1023,4.0,1.0,54.0,1250.0,1.0
758,1,1,4,2,2,2,123050.0,58.0,161,100,3.6666666666666665,2.6666666666666665,51.333333333333336,2121.551724137931,1.5
759,1,1,99,3,5,15,233520.52,2254.0,1873,25,3.0228136882129277,3.5893536121673004,56.47528517110266,103.60271517302573,1.3402777777777777
760,1,1,72,3,5,7,512217.64,2848.0,1406,32,2.6971830985915495,3.5,57.13380281690141,179.85169943820225,1.7348484848484846
761,1,1,1,1,1,1,1004.48,86.0,1,1386,3.0,6.0,62.0,11.68,1.0
762,1,1,1,1,1,1,77.16,1.0,1,207,3.0,6.0,62.0,77.16,1.0
763,1,1,32,1,2,18,881960.51,11672.0,375,211,4.0,2.7050359712230216,47.75539568345324,75.56207248115147,1.6666666666666667
764,1,1,14,1,1,7,152501.06,335.0,835,182,4.0,4.0,45.37864077669903,455.2270447761194,1.0454545454545454
765,1,1,12,2,3,8,206387.1,870.0,1143,714,3.909090909090909,4.109090909090909,51.345454545454544,237.22655172413795,1.0
766,1,2,2,1,1,1,787968.22,1068.0,287,556,4.0,4.0,54.0,737.7979588014981,1.6666666666666667
767,1,1,2,1,1,2,66592.4,200.0,1,345,4.0,4.0,44.0,332.962,1.0
768,1,1,8,1,1,6,377255.68,1921.0,498,1282,4.0,4.0,47.355555555555554,196.3850494534097,1.0
769,1,1,6,1,1,5,87932.36,211.0,637,1233,4.0,4.0,51.875,416.74104265402843,1.0
770,1,1,47,3,4,11,306810.83,1627.0,72,1835,3.5833333333333335,4.296296296296297,52.907407407407405,188.57457283343578,4.666666666666667
771,1,1,6,1,1,6,69889.58,282.0,1,1786,4.0,4.0,47.0,247.835390070922,1.0
772,1,1,1,1,1,1,37594.5,240.0,43,1079,4.0,4.0,61.0,156.64375,1.0
773,1,1,11,2,2,8,572903.84,2574.0,358,1408,3.9761904761904763,4.0476190476190474,48.666666666666664,222.5733644133644,1.0
774,1,1,56,3,3,9,2051502.1300000001,7500.0,1861,11,3.725373134328358,4.13134328358209,51.319402985074625,273.5336173333333,1.0583333333333333
775,1,1,40,1,2,13,865087.7,19458.0,1239,171,4.0,2.5074626865671643,47.791044776119406,44.4592301367047,1.4583333333333333
776,1,1,31,1,1,7,28116514.11,121979.0,1784,73,4.0,4.0,47.06164383561644,230.50290713975355,1.0374999999999999
777,1,1,10,2,2,8,2580807.2,8771.0,552,193,3.9655172413793105,3.9310344827586206,42.206896551724135,294.24321058032154,1.2
778,1,1,12,1,1,6,75787.70999999999,212.0,281,1424,4.0,4.0,47.878787878787875,357.4891981132075,1.2
779,1,1,15,2,2,9,17347.53,692.0,73,1170,3.9285714285714284,2.2857142857142856,50.42857142857143,25.068684971098264,1.0
780,1,1,2,1,1,2,5904.2,55.0,1,1536,4.0,4.0,58.5,107.3490909090909,1.0
781,1,1,1,1,1,1,25318.8,120.0,32,218,4.0,4.0,61.0,210.98999999999998,1.0
782,1,1,2,1,1,1,450567.9,2850.0,1879,14,4.0,4.0,61.0,158.094,1.0
784,1,1,2,2,2,2,23426.78,4.0,899,667,3.75,2.5,53.5,5856.695,1.0
785,1,1,3,1,1,3,2086.32,5.0,1,890,4.0,4.0,39.6,417.264,1.0
786,1,1,9,1,1,7,307773.52999999997,705.0,796,550,4.0,4.0,44.829268292682926,436.55819858156025,1.0
787,1,1,3,1,2,3,66507.5,670.0,1,1563,4.0,3.5,45.5,99.26492537313433,1.0
788,1,1,13,2,2,4,1772607.97,4966.0,1323,577,3.972972972972973,3.972972972972973,54.054054054054056,356.94884615384615,1.1666666666666667
789,1,1,10,1,3,3,101576.71,83.0,554,1325,4.0,1.826086956521739,43.43478260869565,1223.8157831325302,1.5833333333333333
790,1,1,2,1,1,2,16713.29,49.0,1,1682,4.0,4.0,54.666666666666664,341.08755102040817,1.0
791,1,1,1,1,1,1,276315.15,18.0,140,1633,3.0,6.0,62.0,15350.841666666667,1.0
792,1,1,9,1,1,6,1157884.33,5052.0,187,1221,4.0,4.0,46.03448275862069,229.1932561361837,1.0
793,1,1,10,2,3,5,37025.84,194.0,849,878,3.909090909090909,3.909090909090909,56.27272727272727,190.85484536082473,1.2142857142857142
794,1,1,67,3,5,13,1034155.35,15006.0,1312,596,3.8784313725490196,3.211764705882353,51.205882352941174,68.91612355057977,2.319444444444444
795,1,1,10,1,2,2,97987.2,124.0,303,283,4.0,3.8125,52.90625,790.2193548387097,1.1428571428571428
796,1,1,8,1,1,7,21428.93,86.0,64,1681,4.0,4.0,45.7,249.1736046511628,1.5
797,1,1,9,2,3,4,33464.979999999996,110.0,964,865,3.25,5.25,53.833333333333336,304.22709090909086,1.0
798,1,2,8,1,1,5,162966.51,849.0,194,1166,4.0,4.0,45.25,191.9511307420495,1.3333333333333333
799,1,1,8,1,1,6,65034.42,359.0,1,1137,4.0,4.0,44.416666666666664,181.15437325905293,1.0
800,1,1,7,1,2,7,602270.9199999999,1061.0,573,31,4.0,3.8,48.3,567.6445994344957,1.0
801,1,1,2,1,1,1,11384.64,24.0,123,1271,4.0,4.0,54.0,474.35999999999996,1.0
802,1,1,6,1,2,1,37675.86,42.0,616,493,4.0,2.8,54.0,897.0442857142857,1.0
803,1,1,16,2,2,4,13079.07,47.0,1,1639,3.2777777777777777,5.444444444444445,57.0,278.27808510638295,1.0
804,1,1,20,2,2,2,12777.44,25.0,1,1612,2.619047619047619,4.095238095238095,58.57142857142857,511.0976,1.0
805,1,1,58,3,3,9,1633918.78,6324.0,1893,7,3.7541371158392436,4.011820330969267,52.24586288416076,258.3679285262492,1.211111111111111
806,1,1,30,3,3,9,798029.73,2894.0,786,7,3.8579881656804735,4.035502958579881,46.171597633136095,275.7531893572909,1.0909090909090908
807,1,1,2,1,1,1,25714.46,3.0,2,987,3.0,6.0,62.0,8571.486666666666,2.0
808,1,1,5,1,1,3,263961.4,970.0,540,70,4.0,4.0,56.611111111111114,272.12515463917526,1.0
809,1,1,1,1,1,1,15547.2,480.0,1,1227,4.0,2.0,54.0,32.39,1.0
810,1,1,4,1,1,4,92991.69,520.0,289,1463,4.0,4.0,44.2,178.83017307692307,1.0
811,1,1,5,1,1,4,22440.6,130.0,1,1857,4.0,4.0,44.714285714285715,172.61999999999998,1.0
812,1,2,19,1,1,8,1381522.56,4561.0,1343,24,4.0,4.0,43.45323741007194,302.89904845428634,1.1136363636363635
