ID,"К-во известных юрлиц, шт","К-во филиалов, шт","Товарный ассортимент, шт","К-во групп покупаемых товаров, шт","К-во специализаций покупаемых товаров, шт","Кол-во типов покупаемых товаров, шт","Сумма покупок за все время, руб","Общее к-во покупок за все время, шт",К-во дней сотрудничества,К-во дней с последней покупки,Ранг популярности групп товаров,Ранг популярности спец товаров,Ранг популярности типов товаров,"Средняя стоимость товара, руб",Дней взаимодействия в месяц
3710,1,1,9,3,3,3,12988.91,45.0,778,442,3.1666666666666665,4.5,60.166666666666664,288.64244444444444,1.0833333333333333
3711,1,1,1,1,1,1,34641.0,100.0,1,1438,4.0,4.0,36.5,346.41,1.0
3714,1,2,70,2,3,3,112445.86,233.0,1891,15,2.871559633027523,5.330275229357798,59.96330275229358,482.6002575107296,1.2962962962962963
3715,1,2,12,2,3,7,142243.07,1015.0,911,525,3.92,4.12,52.88,140.14095566502465,1.0
3716,1,1,1,1,1,1,1404.0,2.0,1,1606,4.0,4.0,54.0,702.0,1.0
3717,1,1,9,1,1,7,129170.44,732.0,245,1121,4.0,4.0,47.45161290322581,176.46234972677595,1.2
3718,1,1,8,1,1,7,401778.84,1339.0,853,303,4.0,4.0,46.125,300.0588797610157,1.0
3719,1,1,51,3,3,10,926048.15,3769.0,1789,10,3.9027149321266967,3.98868778280543,52.70135746606335,245.7012868134784,1.7125000000000001
3720,1,1,11,1,1,7,168594.06,597.0,1835,71,4.0,4.0,44.980132450331126,282.4021105527638,1.0
3721,1,1,15,1,1,7,451482.24,1623.0,1005,140,4.0,4.0,55.170731707317074,278.17759704251387,1.0
3722,1,1,17,1,1,7,2364632.49,7605.0,432,3,4.0,4.0,47.4390243902439,310.93129388560163,1.55
3723,1,1,10,1,1,6,179520.92,777.0,1373,534,4.0,4.0,54.825806451612905,231.0436550836551,4.125
3724,1,1,1,1,1,1,10000.0,1.0,1,406,3.0,3.0,33.0,10000.0,1.0
3725,1,1,2,1,1,2,31408.0,44.0,190,4,4.0,4.0,48.166666666666664,713.8181818181819,1.0
3726,1,1,4,1,1,4,4309.23,37.0,1,1262,4.0,4.0,42.333333333333336,116.46567567567567,1.0
3727,1,1,3,2,2,3,11662.119999999999,25.0,382,795,3.75,4.5,46.75,466.48479999999995,1.0
3728,1,1,7,1,1,7,69550.34,279.0,1,1606,4.0,4.0,47.2,249.2843727598566,1.0
3729,1,1,18,2,2,8,81891.75,378.0,1347,105,3.9740259740259742,4.0519480519480515,45.8051948051948,216.64484126984127,1.0
3730,1,1,6,2,2,6,288107.27999999997,447.0,43,1487,3.923076923076923,3.923076923076923,48.46153846153846,644.5353020134228,1.0
3731,1,1,5,1,1,5,89629.2,337.0,1,1500,4.0,4.0,45.5,265.9620178041543,1.0
3732,1,1,10,1,1,1,3954.5,24.0,13,1663,3.0,6.0,62.0,164.77083333333334,1.5
3733,1,1,9,1,2,3,75523.76,263.0,1004,2,4.0,3.75,59.125,287.1625855513308,1.0
3734,1,1,6,1,1,4,136793.76,241.0,32,336,4.0,4.0,48.36363636363637,567.6089626556017,1.0
3735,1,1,3,1,1,3,205670.21000000002,410.0,97,1808,4.0,4.0,53.9,501.6346585365854,1.0
3736,1,1,6,1,1,5,1524006.93,4212.0,255,394,4.0,4.0,43.6,361.8250071225071,1.2
3737,1,1,23,2,2,9,4244879.91,11334.0,375,1,3.9935483870967743,4.012903225806451,45.08387096774194,374.52619640021175,1.5
3738,1,1,6,1,1,6,1238953.85,3255.0,1441,179,4.0,4.0,42.30769230769231,380.6309831029186,1.6666666666666667
3739,1,1,1,1,1,1,6321.36,8.0,1,1527,4.0,4.0,54.0,790.17,1.0
3740,1,1,1,1,1,1,8540.0,1.0,1,1687,3.0,4.0,34.0,8540.0,1.0
3741,1,1,51,3,5,20,966944.89,13599.0,747,1158,3.9873595505617976,2.896067415730337,47.50561797752809,71.10411721450107,3.227272727272727
3742,1,1,7,1,1,6,314416.85,2203.0,457,1239,4.0,4.0,48.1764705882353,142.72212891511575,1.1111111111111112
3743,1,1,7,1,1,4,86721.64,593.0,29,1108,4.0,4.0,57.0,146.24222596964586,1.0
3744,1,1,1,1,1,1,749.66,1.0,1,1520,2.0,1.0,53.0,749.66,1.0
3745,1,1,22,1,3,12,244992.02,3319.0,133,17,4.0,2.8902439024390243,46.957317073170735,73.81501054534498,1.6
3746,1,1,21,2,2,9,1404726.97,5257.0,1175,725,3.995515695067265,4.00896860986547,45.766816143497756,267.2107608902416,1.6944444444444444
3747,1,1,14,1,2,6,9739390.42,30018.0,1904,1,4.0,3.9823399558498895,48.3355408388521,324.4516763275368,1.9458333333333335
3748,1,1,1,1,1,1,91124.56,128.0,307,1572,4.0,4.0,54.0,711.910625,1.0
3749,1,1,46,2,4,10,9054763.02,21082.0,1506,11,3.6402877697841727,4.115107913669065,53.74820143884892,429.5020880371881,3.1515151515151514
3750,1,1,7,1,2,1,34282.3,44.0,265,80,4.0,3.625,54.0,779.1431818181819,1.0
3751,1,1,8,1,1,7,351448.37,1119.0,88,1555,4.0,4.0,48.189189189189186,314.07361036639855,1.6666666666666667
3752,1,1,15,1,1,4,288241.6,178.0,232,1200,4.0,2.0,37.97959183673469,1619.334831460674,1.25
3753,1,1,20,1,1,1,131410.21,355.0,1,71,3.0,6.0,62.0,370.1696056338028,1.0
3754,1,1,39,3,5,9,200946.78,263.0,1416,21,3.7674418604651163,2.6511627906976742,56.395348837209305,764.0561977186312,1.1666666666666667
3755,1,1,11,2,4,5,18801012.14,35078.0,864,987,3.9583333333333335,3.53125,53.510416666666664,535.9773117053423,2.287878787878788
3756,1,1,23,1,2,7,1297106.74,3138.0,1315,130,4.0,3.816793893129771,46.82442748091603,413.35460165710646,1.0833333333333333
3757,1,1,5,1,3,5,1365947.2799999998,15.0,10,1743,3.0,3.0,25.0,91063.15199999999,2.0
3758,1,1,2,1,1,1,147840.0,180.0,1,316,4.0,4.0,54.0,821.3333333333334,1.0
3759,1,1,10,1,1,6,1161656.54,4478.0,400,31,4.0,4.0,48.625,259.4141447074587,1.2222222222222223
3760,1,1,8,1,1,7,104756.03,575.0,75,1516,4.0,4.0,43.25,182.1844,1.0
3761,1,1,1,1,1,1,16800.0,20.0,1,58,4.0,4.0,54.0,840.0,1.0
3762,1,1,11,3,4,9,128903.26000000001,756.0,150,1750,3.8275862068965516,4.0344827586206895,53.13793103448276,170.50695767195768,1.4
3763,1,1,71,2,5,12,17704496.0,330986.0,930,31,3.995893223819302,2.4648870636550306,55.18069815195072,53.490165747191725,11.694444444444445
3764,1,1,23,2,3,6,317383.67,330.0,29,1,3.980392156862745,3.3333333333333335,54.294117647058826,961.768696969697,8.0
3765,1,1,1,1,1,1,79918.56,108.0,209,1663,4.0,4.0,54.0,739.9866666666667,1.0
3766,1,1,12,2,2,2,7778.85,17.0,226,784,2.411764705882353,3.0588235294117645,56.705882352941174,457.5794117647059,1.3333333333333333
3767,1,1,3,1,1,1,63940.0,62.0,99,38,4.0,4.0,54.0,1031.2903225806451,1.0
3768,1,1,1,1,1,1,329703.52,412.0,217,337,4.0,4.0,54.0,800.2512621359224,1.0
3769,1,1,1,1,1,1,3500000.0,1.0,1,91,3.0,6.0,62.0,3500000.0,1.0
3770,1,1,4,1,1,3,17295.84,30.0,120,73,4.0,4.0,53.625,576.528,1.0
3771,1,1,1,1,1,1,914240.35,115.0,176,1617,3.0,4.0,34.0,7949.916086956521,2.0
3772,1,1,1,1,1,1,10995.0,1.0,1,717,3.0,4.0,34.0,10995.0,1.0
3773,1,1,2,1,2,2,100937.2,3.0,2,1354,3.0,5.0,36.5,33645.73333333333,2.0
3775,1,1,6,1,1,5,93262.2,395.0,1,344,4.0,4.0,42.333333333333336,236.10683544303797,1.0
3776,1,1,2,1,1,1,4049.5600000000004,8.0,1,1382,4.0,4.0,54.0,506.19500000000005,1.0
3778,1,1,3,1,1,1,25740.28,44.0,92,1773,4.0,4.0,54.0,585.0063636363636,1.0
3779,1,1,15,1,1,4,1771218.26,3426.0,951,718,4.0,4.0,51.477064220183486,516.9930706363106,1.3181818181818181
3780,1,1,16,2,2,7,113480.64,324.0,449,1424,3.6923076923076925,4.615384615384615,54.65384615384615,350.24888888888887,1.3333333333333333
3781,1,1,1,1,1,1,20853.18,46.0,1,1470,4.0,4.0,54.0,453.33,1.0
3782,1,1,4,1,1,1,140931.12,192.0,328,46,4.0,4.0,54.0,734.01625,1.0
3783,1,1,2,1,1,1,72153.28,128.0,134,476,4.0,4.0,54.0,563.6975,1.0
3784,1,1,6,1,1,6,17190.25,94.0,1,1557,4.0,4.0,45.888888888888886,182.875,1.0
3785,1,1,5,1,1,4,25152.32,156.0,1,1866,4.0,4.0,45.285714285714285,161.23282051282052,1.0
3786,1,1,11,1,3,5,37142.03,79.0,834,609,4.0,3.8333333333333335,46.93333333333333,470.1522784810126,1.1111111111111112
3788,1,1,22,2,2,2,44278.5,139.0,1180,672,3.2142857142857144,5.571428571428571,60.285714285714285,318.5503597122302,1.1
3789,1,1,1,1,1,1,12564.9,90.0,1,312,4.0,4.0,61.0,139.60999999999999,1.0
3790,1,2,9,2,2,5,34244.45,83.0,296,323,3.090909090909091,2.6363636363636362,47.63636363636363,412.583734939759,1.0
3791,1,1,8,1,1,1,3169.73,10.0,1,57,3.0,6.0,62.0,316.973,1.0
3792,1,1,155,3,7,13,3827602.8,10187.0,1739,169,3.6693333333333333,4.229333333333333,47.45733333333333,375.73405320506527,2.7930555555555556
3793,1,1,14,1,2,2,95000.0,14.0,1,408,3.0,5.785714285714286,59.92857142857143,6785.714285714285,1.0
3794,1,1,155,3,8,17,8567337.11,17996.0,1890,8,3.7930082796688134,3.750689972401104,49.95032198712052,476.06896588130695,3.1861111111111113
3795,1,1,12,3,4,6,11859.07,30.0,460,1400,3.3529411764705883,4.764705882352941,48.11764705882353,395.3023333333333,1.5
3796,1,1,45,3,6,14,1178534.51,2262.0,1696,203,3.548076923076923,4.596153846153846,53.56730769230769,521.0143722369585,1.1363636363636365
3797,1,1,14,2,2,5,61759.03,218.0,115,1114,3.411764705882353,5.176470588235294,59.529411764705884,283.2983027522936,1.0
3798,1,1,11,1,1,8,38067.86,189.0,907,365,4.0,4.0,41.58695652173913,201.4172486772487,1.0
3799,1,1,11,2,2,2,6363.36,11.0,404,1354,2.8181818181818183,5.090909090909091,60.36363636363637,578.4872727272727,1.25
3800,1,1,9,1,1,2,423060.07999999996,551.0,161,253,4.0,4.0,55.10526315789474,767.8041379310345,1.25
3801,1,1,11,2,2,7,959059.18,1586.0,278,21,3.9714285714285715,4.057142857142857,51.97142857142857,604.7031399747793,1.3333333333333333
3802,1,1,1,1,1,1,8531.46,3.0,1,732,3.0,6.0,62.0,2843.8199999999997,1.0
3804,1,1,15,1,1,7,223491.38999999998,669.0,249,225,4.0,4.0,45.21052631578947,334.0678475336323,1.0
3805,1,1,1,1,1,1,13673.79,1.0,1,1817,3.0,4.0,34.0,13673.79,1.0
3806,1,1,2,1,1,2,104882.42,182.0,360,1500,4.0,4.0,51.083333333333336,576.2770329670329,1.0
3807,1,1,1,1,1,1,1713.12,2.0,1,1443,3.0,6.0,62.0,856.56,1.0
3808,1,1,17,3,3,8,60194.98,198.0,444,1415,3.0454545454545454,2.727272727272727,51.04545454545455,304.0150505050505,1.0
3809,1,1,2,1,1,1,765.4499999999999,2.0,65,1470,3.0,6.0,62.0,382.72499999999997,1.0
3810,1,1,2,1,1,1,1488.73,2.0,1,973,3.0,6.0,62.0,744.365,1.0
3811,1,1,2,1,1,2,4825.75,15.0,1,28,4.0,4.0,43.0,321.71666666666664,1.0
3812,1,1,18,2,2,8,341919.22,1377.0,997,716,3.9930313588850175,4.013937282229965,50.79790940766551,248.3073493100944,1.3194444444444444
3813,1,1,3,1,2,2,438776.5,3.0,160,802,3.0,4.0,32.666666666666664,146258.83333333334,1.0
3814,1,1,10,1,1,7,4162589.34,9103.0,328,9,4.0,4.0,48.4031007751938,457.2766494562232,1.8333333333333333
3815,1,1,68,2,5,15,34739907.12,130023.0,1899,3,3.858719646799117,3.8984547461368653,52.34437086092715,267.18278396899007,2.227777777777778
3816,1,1,1,1,1,1,10344.0,40.0,1,1850,4.0,4.0,59.0,258.6,1.0
3817,1,1,1,1,1,1,768.6,5.0,1,533,4.0,4.0,61.0,153.72,1.0
3818,1,1,8,1,1,1,20128.36,32.0,1,1738,4.0,4.0,54.0,629.01125,1.0
3819,1,1,9,2,2,8,233740.12,860.0,336,218,3.96875,4.0625,47.71875,271.7908372093023,1.0
3820,1,1,19,2,4,11,226117.96,782.0,172,15,3.970149253731343,3.746268656716418,50.134328358208954,289.15340153452684,1.0
3821,1,1,6,1,1,4,57476.729999999996,77.0,1,32,4.0,4.0,40.45454545454545,746.4510389610389,1.0
3822,1,1,5,1,1,1,155136.4,248.0,1381,122,4.0,4.0,54.0,625.55,1.0
3823,1,1,5,1,1,1,13104.0,14.0,75,53,4.0,4.0,54.0,936.0,1.0
3824,1,1,10,2,2,6,1217999.26,6247.0,1057,801,3.9411764705882355,4.117647058823529,47.30882352941177,194.97346886505522,1.0
3825,1,1,5,1,1,5,8592.24,24.0,1,199,4.0,4.0,39.714285714285715,358.01,1.0
3827,1,1,9,1,1,2,106447.76,158.0,1723,183,4.0,4.0,50.5,673.7199999999999,1.0
3828,1,1,36,3,3,9,4972393.49,17617.0,1896,9,3.9681020733652312,4.03030303030303,49.41626794258373,282.24972980643696,1.8069444444444445
3829,1,1,5,1,1,5,157801.96,728.0,1,1284,4.0,4.0,51.0,216.76093406593407,1.0
3830,1,1,8,1,1,1,26800.02,28.0,171,1213,2.0,1.0,53.0,957.1435714285715,1.0
3831,1,1,7,1,1,6,43067.45,291.0,1,1799,4.0,4.0,47.0,147.99810996563573,1.0
3832,1,1,32,3,4,9,814021.2,2100.0,1766,79,3.834437086092715,3.9403973509933774,49.35099337748344,387.6291428571428,1.0763888888888888
3833,1,1,3,1,2,3,708820.0,6.0,1,494,3.0,2.3333333333333335,20.666666666666668,118136.66666666667,1.0
3834,1,1,5,1,1,4,30490.71,95.0,65,1799,4.0,4.0,54.25,320.95484210526314,1.5
3835,1,1,4,1,1,4,531874.92,1789.0,1183,8,4.0,4.0,40.57142857142857,297.30291783119065,1.2037037037037037
3836,1,1,6,1,3,5,4762655.46,50.0,21,1689,3.0,3.0,24.363636363636363,95253.1092,3.0
3837,1,1,106,2,4,22,7818743.54,53855.0,1850,50,3.9219143576826196,2.804785894206549,50.13853904282116,145.1813859437378,1.2083333333333335
3838,1,1,6,1,2,4,67355.32,93.0,531,1228,4.0,2.526315789473684,57.8421052631579,724.2507526881722,1.1875
3839,1,1,4,1,1,4,145562.66999999998,851.0,101,1563,4.0,4.0,51.9,171.04896592244415,1.0
3840,1,1,8,1,2,3,402538.02,691.0,1691,169,4.0,3.7777777777777777,55.53086419753087,582.5441678726484,1.053030303030303
3841,1,1,12,1,1,7,118338.48999999999,338.0,561,1239,4.0,4.0,47.46153846153846,350.1138757396449,1.0
3842,1,1,10,1,1,6,1604056.4,5971.0,1657,207,4.0,4.0,50.898305084745765,268.6411656338972,1.0
3843,1,1,2,1,1,1,8392.77,2.0,961,876,3.0,6.0,62.0,4196.385,1.0
3844,1,1,2,1,1,1,900.84,3.0,69,1746,2.0,1.0,53.0,300.28000000000003,1.0
3845,1,1,26,1,2,8,541845.91,1626.0,1469,2,4.0,3.9178082191780823,55.397260273972606,333.23856703567037,2.0833333333333335
3846,1,1,16,3,3,6,15340.04,43.0,776,543,3.5,4.681818181818182,57.36363636363637,356.7451162790698,1.0
3847,1,1,26,2,2,10,465585.95,2383.0,552,1264,3.9705882352941178,4.0588235294117645,48.455882352941174,195.37807385648344,1.0
3848,1,1,15,2,2,9,207684.11,876.0,194,1680,3.857142857142857,4.285714285714286,48.0,237.08231735159816,1.0
3849,1,1,82,3,4,12,1059127.9,3734.0,1891,11,3.867408906882591,4.034412955465587,47.135627530364374,283.64432244242096,2.276388888888889
3850,1,1,47,3,4,11,437765.39,1492.0,784,4,3.927230046948357,3.967136150234742,43.070422535211264,293.4084383378016,2.180555555555556
3851,1,1,1,1,1,1,3812.7,30.0,1,1290,4.0,4.0,61.0,127.08999999999999,1.0
3852,1,1,2,1,1,2,16188.45,49.0,361,1414,4.0,4.0,54.4,330.3765306122449,1.0
3853,1,1,1,1,1,1,17994.0,2.0,1,1276,3.0,4.0,34.0,8997.0,1.0
3854,1,1,1,1,1,1,7868.48,1.0,1,1108,3.0,6.0,62.0,7868.48,1.0
3855,1,1,20,2,3,3,49149.93,558.0,1858,21,3.033333333333333,5.9,60.8,88.08231182795699,1.25
3856,1,1,24,3,4,12,223149.61,969.0,1073,647,3.9246231155778895,3.919597989949749,44.35175879396985,230.2885552115583,1.25
3857,1,1,2,1,1,1,2003.4299999999998,2.0,1000,829,3.0,6.0,62.0,1001.7149999999999,1.0
3858,1,1,1,1,1,1,1011.0,1.0,1,350,3.0,6.0,62.0,1011.0,1.0
3859,1,1,11,2,2,4,902857.5700000001,2078.0,819,52,3.945945945945946,4.108108108108108,55.25675675675676,434.48391241578446,1.0
3860,1,2,6,2,3,4,36271.5,129.0,270,1450,3.2857142857142856,5.285714285714286,56.714285714285715,281.1744186046512,1.0
3861,1,1,20,1,2,9,511081.86,2015.0,1117,133,4.0,3.8666666666666667,51.016666666666666,253.63864019851115,1.0
3862,1,1,4,1,1,2,153253.51,317.0,386,1485,4.0,4.0,54.6,483.4495583596215,1.3
3863,1,1,17,1,1,6,159872.15,428.0,32,1674,4.0,4.0,49.75,373.5330607476635,1.0
3865,1,1,3,1,1,3,3872.76,10.0,1,1768,4.0,4.0,48.0,387.276,1.0
3866,1,1,4,1,1,2,762188.95,2357.0,1534,135,4.0,4.0,48.875,323.3724862112855,1.1652777777777776
3867,1,1,3,1,1,2,112794.3,270.0,320,38,4.0,4.0,45.5,417.75666666666666,1.0
3868,1,1,171,3,9,23,7107250.53,33172.0,1908,0,3.8481981981981983,3.7094594594594597,49.096846846846844,214.254507717352,5.6125
3869,1,1,37,3,5,13,538823.98,886.0,1809,29,3.9292452830188678,2.3443396226415096,57.132075471698116,608.1534762979684,2.786111111111111
3870,1,1,8,3,6,7,79508.01,52.0,30,2,3.3636363636363638,2.909090909090909,53.45454545454545,1529.0001923076923,2.5
3871,1,1,5,1,1,1,14620.0,20.0,1,190,4.0,4.0,54.0,731.0,1.0
3872,1,1,1,1,1,1,12964.88,1.0,1,1715,3.0,4.0,34.0,12964.88,1.0
3873,1,1,11,1,2,1,155622.56,216.0,423,1029,4.0,3.823529411764706,54.0,720.4748148148147,1.0
3874,1,1,1,1,1,1,26285.4,20.0,1,371,4.0,4.0,54.0,1314.27,1.0
3875,1,1,4,1,1,4,93051.5,166.0,861,169,4.0,4.0,56.111111111111114,560.5512048192771,1.0
3876,1,1,1,1,1,1,1499.64,1.0,1,665,2.0,1.0,53.0,1499.64,1.0
3877,1,1,2,1,1,1,854.93,6.0,1,1614,4.0,4.0,61.0,142.48833333333332,1.0
3878,1,1,4,1,1,4,40301.15,105.0,1,44,4.0,4.0,56.8,383.8204761904762,1.0
3879,1,1,1,1,1,1,1022.5,2.0,1,527,3.0,6.0,62.0,511.25,1.0
3880,1,1,28,2,3,8,2223876.43,10612.0,1814,93,3.9444444444444446,4.102880658436214,46.6522633744856,209.56242272898606,1.9791666666666667
3881,1,1,21,3,4,9,342021.24,1013.0,1199,435,3.9158415841584158,3.8514851485148514,48.777227722772274,337.63202369200394,1.2708333333333333
3882,1,1,27,2,3,6,483978.76,963.0,1440,465,3.7228915662650603,4.144578313253012,57.096385542168676,502.5739979231568,1.0
3883,1,1,11,1,2,9,170368.38,545.0,1,1834,4.0,3.625,43.0625,312.6025321100918,1.0
3884,1,1,5,1,1,5,400013.7,2791.0,1507,360,4.0,4.0,56.73529411764706,143.32271587244716,1.053030303030303
3885,1,1,1,1,1,1,5781.0,5.0,1,1774,3.0,6.0,62.0,1156.2,1.0
3886,1,1,1,1,1,1,1500268.0,4200.0,537,1344,4.0,4.0,36.5,357.20666666666665,1.0
3887,1,1,5,1,2,3,42467.200000000004,63.0,81,1820,4.0,3.5384615384615383,48.23076923076923,674.0825396825397,1.0
3888,1,1,15,1,1,3,239655.57,1834.0,165,1730,4.0,2.0,36.645161290322584,130.67370229007633,1.2
3889,1,1,1,1,1,1,129915.2,360.0,1688,151,4.0,4.0,36.5,360.87555555555554,1.0
3890,1,1,9,2,2,7,958085.33,3053.0,1492,372,3.985074626865672,4.029850746268656,48.298507462686565,313.8176645922044,1.0
3891,1,1,3,2,2,2,4685.48,9.0,1,1375,3.3333333333333335,4.666666666666667,61.333333333333336,520.6088888888888,1.0
3892,1,1,3,2,2,2,55900.03,3.0,143,435,2.3333333333333335,2.6666666666666665,56.0,18633.343333333334,1.0
3893,1,1,9,1,1,1,27761.91,16.0,5,1659,3.0,6.0,62.0,1735.119375,2.0
3894,1,1,6,1,1,1,6195.13,10.0,1,1898,3.0,6.0,62.0,619.513,1.0
3895,1,1,4,2,2,2,387587.34,769.0,547,933,3.9411764705882355,4.117647058823529,54.470588235294116,504.0147464239272,1.0
3896,1,1,6,1,1,1,484558.98,828.0,1773,38,4.0,4.0,54.0,585.2161594202898,1.0454545454545454
3897,1,1,1,1,1,1,3272.2,20.0,1,1236,4.0,4.0,61.0,163.60999999999999,1.0
3898,1,1,17,1,3,9,54351.22,617.0,845,899,4.0,3.5081967213114753,48.34426229508197,88.08949756888168,1.1428571428571428
3899,1,1,17,2,2,9,35838.78,155.0,367,268,3.742857142857143,4.514285714285714,51.22857142857143,231.21793548387097,2.0
3900,1,1,4,1,1,2,63555.65,625.0,1,1373,4.0,4.0,59.75,101.68904,1.0
3901,1,1,2,1,1,1,227440.0,428.0,519,714,4.0,4.0,54.0,531.4018691588785,1.0
3902,1,1,7,1,1,7,23875.9,155.0,1,1841,4.0,4.0,36.90909090909091,154.03806451612905,1.0
3903,1,1,1,1,1,1,1141.6,5.0,1,1376,4.0,4.0,59.0,228.32,1.0
3905,1,1,21,2,4,3,6697449.9799999995,5365.0,1778,106,3.3783783783783785,3.72972972972973,49.13513513513514,1248.3597353215284,1.5
3906,1,1,1,1,1,1,13750.0,50.0,1,386,4.0,4.0,61.0,275.0,1.0
3907,1,1,2,1,1,1,44985.56,116.0,783,716,4.0,4.0,36.5,387.80655172413793,1.0
3908,1,1,11,1,1,7,121027.93000000001,428.0,1012,161,4.0,4.0,46.092592592592595,282.7755373831776,1.0
3909,1,1,99,3,5,12,1317655.31,4702.0,1859,39,3.617954070981211,4.308977035490606,52.225469728601254,280.23294555508295,1.4930555555555556
3910,1,1,12,2,2,5,19882.83,91.0,818,928,3.4705882352941178,5.0588235294117645,51.64705882352941,218.4926373626374,1.2
3911,1,1,16,2,2,8,63512.13,222.0,146,1662,3.966666666666667,4.033333333333333,45.766666666666666,286.09067567567564,1.25
3912,1,1,9,1,1,4,1092357.35,3398.0,1237,144,4.0,4.0,56.97674418604651,321.47067392583875,1.0
3913,1,1,14,1,2,2,1027357.54,1490.0,1325,56,4.0,3.642857142857143,53.583333333333336,689.5017046979866,1.0
3914,1,1,3,1,2,3,5904.8,56.0,1,1894,4.0,3.3333333333333335,59.0,105.44285714285715,1.0
3915,1,1,4,1,1,3,6812.16,12.0,2,289,4.0,4.0,44.333333333333336,567.68,2.0
3916,1,1,43,1,3,6,1308283.99,2328.0,883,997,4.0,3.439175257731959,53.6659793814433,561.9776589347078,1.6527777777777777
3917,1,1,1,1,1,1,780.0,3.0,1,1761,4.0,4.0,59.0,260.0,1.0
3918,1,1,5,1,1,1,10258.02,12.0,55,310,4.0,4.0,54.0,854.835,1.5
3920,1,1,1,1,1,1,78228.48,96.0,1,287,4.0,4.0,54.0,814.88,1.0
3921,1,1,29,1,2,12,134950.65,3989.0,569,1176,4.0,2.259259259259259,50.638888888888886,33.83069691652043,1.0
3922,1,1,30,2,3,5,1684729.97,1627.0,704,1191,3.867132867132867,2.7832167832167833,57.43356643356643,1035.4824646588813,1.3
3923,1,1,1,1,1,1,1818.75,5.0,1,336,4.0,4.0,61.0,363.75,1.0
3924,1,1,1,1,1,1,8590.05,45.0,1,1701,4.0,4.0,61.0,190.89,1.0
3925,1,1,50,2,3,17,2208882.03,53519.0,1218,687,3.9921507064364206,2.427786499215071,50.704081632653065,41.27285692931482,1.9583333333333333
3926,1,2,61,3,3,8,212568.25,579.0,1883,3,3.380952380952381,4.619047619047619,53.74829931972789,367.12996545768567,1.4033333333333333
3927,1,1,1,1,1,1,4316.66,26.0,96,1320,4.0,4.0,59.0,166.0253846153846,1.0
3928,1,1,46,2,3,12,1860502.15,19941.0,935,42,3.9182879377431905,3.0116731517509727,51.45525291828794,93.30034351336442,1.05
3929,1,1,15,2,2,3,770157.74,8462.0,1136,765,3.6666666666666665,4.666666666666667,59.888888888888886,91.01367761758449,1.0
3930,1,1,1,1,1,1,3046.0,20.0,1,1534,4.0,4.0,61.0,152.3,1.0
3931,1,1,2,1,1,2,29257.25,65.0,1,214,4.0,4.0,54.666666666666664,450.1115384615385,1.0
3932,1,2,2,1,1,2,132201.01,342.0,861,828,4.0,4.0,54.57142857142857,386.5526608187135,1.0
3933,1,1,3,1,1,3,10844.58,114.0,11,1869,4.0,4.0,56.25,95.12789473684211,2.0
3934,1,1,2,1,1,1,22018.82,14.0,718,1141,4.0,2.0,60.0,1572.7728571428572,1.0
3935,1,1,13,1,1,7,44411.75,135.0,331,24,4.0,4.0,41.44230769230769,328.97592592592594,1.2857142857142858
3936,1,1,9,1,1,3,1670405.92,3532.0,170,78,4.0,4.0,55.15,472.9348584371461,1.0
3937,1,1,10,1,4,6,653860.0,14.0,369,861,3.0,4.1,37.8,46704.28571428572,1.0
3938,1,1,27,2,2,2,29729.51,38.0,577,275,2.3333333333333335,2.6666666666666665,56.0,782.3555263157895,1.1428571428571428
3939,1,1,10,1,2,3,103449.5,125.0,746,50,4.0,2.235294117647059,55.970588235294116,827.596,1.1428571428571428
3940,1,1,11,3,3,9,144286.31,82.0,269,191,3.9166666666666665,3.888888888888889,49.166666666666664,1759.5891463414634,1.5
3941,1,1,1,1,1,1,5000.0,4.0,1,1333,4.0,1.0,54.0,1250.0,1.0
3942,1,1,14,1,1,1,361361.33999999997,496.0,1511,51,4.0,4.0,54.0,728.5510887096774,1.0
3943,1,1,61,3,7,13,1128058.98,4011.0,1881,3,3.8256880733944953,3.8394495412844036,51.34403669724771,281.24133133881827,1.1590909090909092
3944,1,1,18,1,2,8,79001.68,772.0,176,109,4.0,3.2653061224489797,50.51020408163265,102.33378238341967,1.25
3945,1,1,3,1,1,1,1044.85,5.0,679,1165,3.0,6.0,62.0,208.96999999999997,1.0
3946,1,1,47,3,5,10,265054.74,1291.0,1704,58,3.1538461538461537,3.230769230769231,55.282051282051285,205.3096359411309,1.0
3947,1,1,5,1,2,2,164930.0,6.0,1,1437,3.0,5.4,56.2,27488.333333333332,1.0
3948,1,1,8,2,2,5,959806.47,2740.0,793,31,3.7948717948717947,3.6923076923076925,48.205128205128204,350.2943321167883,1.6111111111111112
3949,1,1,4,1,1,3,13020.0,39.0,1,170,4.0,4.0,42.0,333.84615384615387,1.0
3951,1,1,2,1,1,2,12836.08,24.0,1,387,4.0,4.0,34.75,534.8366666666667,1.0
3952,1,1,2,1,1,2,12590.8,60.0,1,1899,4.0,4.0,44.0,209.84666666666666,1.0
3953,1,1,11,2,2,7,41848.19,71.0,50,10,3.9615384615384617,4.076923076923077,50.38461538461539,589.4111267605634,2.0
3954,1,1,20,2,3,7,126140.54,37.0,1331,430,3.793103448275862,2.5517241379310347,42.13793103448276,3409.203783783784,1.5
3955,1,1,53,2,2,9,4025046.05,12853.0,1884,15,3.9129662522202486,4.174067495559503,49.31261101243339,313.1600443476231,1.2208333333333334
