ID,"К-во филиалов, шт","Товарный ассортимент, шт","К-во групп покупаемых товаров, шт","К-во специализаций покупаемых товаров, шт","Кол-во типов покупаемых товаров, шт","Сумма покупок за все время, руб","Общее к-во покупок за все время, шт",К-во дней сотрудничества,К-во дней с последней покупки,Ранг популярности групп товаров,Ранг популярности спец товаров,Ранг популярности типов товаров,"Средняя стоимость товара, руб",Дней взаимодействия в месяц,DBScan,KMeans
15,1,0.0,1,1,1,8.063472276344395,0.0,1,1900,3.0,6.0,62.0,8.063472276344395,1.0,3,1
16,1,2.70805020110221,1,1,1,10.572350493360156,3.9889840465642745,204,1522,3.0,6.0,62.0,6.583366446795882,1.0,3,1
17,1,2.1972245773362196,2,2,2,9.386630442538378,3.258096538021482,369,588,3.941176470588236,4.117647058823529,54.47058823529412,6.128533904516895,1.0,2,3
18,1,0.0,1,1,1,10.60460290274525,4.430816798843313,8,1593,4.0,4.0,36.5,6.173786103901937,2.0,1,2
19,1,2.302585092994046,1,1,3,12.751342883486702,6.687108607866515,157,49,4.0,4.0,45.47727272727273,6.064234275620187,1.0,1,3
20,1,2.302585092994046,1,2,5,12.256673978067333,6.648984550024776,39,22,4.0,3.6666666666666665,48.583333333333336,5.6076894280425575,1.0,1,3
21,1,0.6931471805599453,1,1,1,10.65092166706985,3.8066624897703196,114,1612,3.0,6.0,62.0,6.844259177299531,1.0,3,1
22,1,2.1972245773362196,1,2,3,11.806663761419788,3.258096538021482,211,1562,3.0,4.909090909090909,50.90909090909091,8.548567223398306,1.0,3,1
23,1,1.3862943611198906,1,1,3,9.934328057317781,4.59511985013459,330,918,4.0,4.0,58.333333333333336,5.339208207183193,1.0,1,2
24,1,2.0794415416798357,1,2,3,12.944332665753507,6.792344427470809,975,393,4.0,3.985507246376812,55.44927536231884,6.151988238282697,3.0,1,6
25,1,2.4849066497880004,2,3,6,12.234840746900646,6.156978985585555,1193,120,3.9875,3.975,55.825,6.0778617613150905,1.0,2,6
26,1,2.833213344056216,1,1,8,13.579639289302284,8.198089248956116,503,1403,4.0,4.0,47.208955223880594,5.381550040346167,2.0,1,2
27,1,2.3978952727983707,2,2,4,13.637114235349092,7.605392364814935,512,890,3.971428571428572,4.057142857142857,56.05714285714286,6.031721870534157,1.0,2,0
28,1,0.6931471805599453,1,2,2,12.341405314881264,7.356279876550748,248,16,4.0,2.5,59.0,4.985125438330517,1.0,1,3
29,1,2.0794415416798357,1,1,6,11.45305443413277,5.805134968916488,1318,561,4.0,4.0,46.74285714285714,5.647919465216282,1.0,1,6
30,1,1.9459101490553132,1,1,5,9.903836491649793,3.6888794541139363,1,1698,4.0,4.0,46.5,6.214957037535857,1.0,1,2
31,2,2.6390573296152584,2,2,4,10.400641442610942,3.6635616461296463,72,1575,3.357142857142857,4.571428571428571,58.21428571428572,6.737079796481296,2.0,0,7
32,1,0.0,1,1,1,10.308952660644293,0.0,1,1142,3.0,4.0,34.0,10.308952660644293,1.0,4,4
33,1,2.4849066497880004,2,2,3,9.437715756440213,2.9444389791664403,30,16,3.473684210526316,3.210526315789474,44.526315789473685,6.493276777273772,2.0,2,3
34,1,3.4339872044851463,2,3,13,15.190210811419838,9.596758567164112,1324,16,3.97153024911032,3.530249110320285,50.11032028469751,5.593452244255725,3.0,2,5
35,1,5.583496308781699,3,10,32,17.27899140284358,11.492753369429062,1893,8,3.870989996550535,3.925836495343222,49.69851672990686,5.786238033414518,3.0,5,5
36,1,3.1354942159291497,1,3,9,14.942929012963756,9.437874271591685,371,1002,4.0,3.8585858585858586,46.37373737373738,5.50505474137207,1.0,1,0
