ID,component_1,component_2
590,26.86415,-12.564099
591,-22.938675,8.323444
592,-14.252092,-0.3078711
593,-31.115932,-2.3093631
594,-15.65717,6.404452
595,27.947174,34.37963
596,16.410793,-15.089004
597,-4.1922407,-25.501312
598,-29.345173,0.28033474
599,-2.8379283,-27.022667
601,-32.896626,-13.46015
602,41.02455,-8.552428
603,28.37528,33.64306
604,9.71455,28.36524
605,34.26248,-0.7005089
606,-17.194498,-27.544664
607,26.744495,-0.9511796
608,22.74187,37.35707
609,9.994188,3.9638743
610,-7.946236,-16.809975
611,-18.004063,-4.5354953
612,33.831352,4.8173676
614,-28.282179,-1.2086123
615,22.543507,36.01683
616,28.358881,9.70544
617,-19.957026,-20.031588
618,5.2450786,10.79742
619,-12.91885,29.871326
620,-12.988407,29.64728
621,-8.557571,28.156061
622,10.805505,-7.351929
623,-22.32251,17.00695
624,19.163847,-12.172896
625,-18.829414,-0.9383336
626,11.077734,2.1737156
627,-9.188532,5.4207826
629,13.108721,6.768893
630,18.751415,4.003865
631,-19.784386,8.440218
632,-25.374777,17.963165
633,22.281567,-32.580776
634,20.744768,-3.9676764
635,4.4055133,21.28126
636,8.924646,8.986888
637,-17.019424,-23.265882
638,-5.825118,-16.999199
639,-11.676952,28.521307
641,9.640627,20.630928
643,11.089681,8.46146
644,8.996658,12.894863
645,-8.245625,-15.679101
646,7.4982486,26.930481
647,-35.875805,-16.245855
648,-18.998653,12.09549
649,-34.04479,-17.412436
650,10.9858465,8.536525
651,-16.594864,8.373478
652,11.245874,10.940251
653,24.222395,-10.480465
655,11.767093,13.471855
656,-10.058199,-22.577291
657,32.086273,-3.7579963
658,26.674465,-9.4471445
659,11.614656,-7.79798
660,36.619926,-7.553943
661,-19.879492,-25.595226
662,-29.024082,8.0265255
663,-21.911047,2.8835678
664,23.358553,-11.4278755
665,21.566465,-4.133741
666,-36.39465,3.814192
667,-13.998384,-4.4368362
668,-29.837278,8.676827
669,29.19463,-10.743704
670,-13.87781,-23.49065
671,14.506439,-2.0772853
672,-20.201952,-11.916612
673,27.129501,10.960693
674,-27.517035,10.047885
675,5.157558,27.232752
676,-22.869339,-17.12274
677,-11.635079,28.782404
678,29.441847,9.279198
679,23.219715,-16.863298
681,-19.254482,-23.195232
682,7.7378287,27.50453
683,-31.10609,-8.44998
684,9.846746,10.779803
685,1.3410871,-27.413162
686,27.789577,9.866567
687,-24.828669,3.0847309
688,17.835285,-7.408184
689,-34.109352,-20.863934
690,9.944115,-8.443074
691,-26.805723,-21.220215
692,25.319798,-12.0795355
693,-13.952267,-20.84036
694,-35.392044,8.034409
695,24.341732,42.384106
696,14.409656,-13.218515
697,25.760912,0.8005924
698,6.738046,10.450486
699,-9.990772,29.1961
700,10.710649,18.270353
701,31.634497,0.41849515
702,-12.355843,28.950846
703,10.385011,15.314993
704,12.993333,1.3956528
706,35.689854,-2.897677
707,33.08838,1.7521695
708,10.664408,20.937407
709,-2.5112648,-27.837866
710,-17.563236,4.196044
711,-25.229515,17.818722
712,-33.86395,1.6715612
713,7.2473392,16.926802
714,1.5824897,-25.736967
717,-3.2264707,-26.653233
718,-19.64318,13.939125
719,12.561164,7.5418196
720,20.36286,-12.167391
721,16.092901,13.004634
722,-12.168027,-6.4845595
723,-17.84437,-26.817368
724,-9.559707,6.829991
725,-0.3625379,-24.75193
726,28.01445,-1.4756603
727,6.4051466,5.470325
728,43.08435,-10.067404
729,29.073753,11.153501
730,-8.529594,3.457581
731,27.784,-6.7667584
732,14.298537,-10.307462
733,8.519723,5.446973
734,22.868002,-5.3347373
735,25.98437,12.028927
736,45.48389,-10.674988
737,27.967026,-15.680701
738,11.29601,3.1101513
739,14.382206,0.30749947
740,42.706707,-7.010149
741,-10.544425,28.397255
742,12.197283,-10.611288
743,-30.402431,8.933187
744,22.442911,44.62433
745,-13.97555,3.5864158
746,-12.956699,5.287269
747,21.59719,-6.941858
748,28.119364,10.281855
749,24.011625,-15.172771
750,23.221447,-31.622787
751,13.975494,-9.994695
752,27.69643,-6.5904555
754,22.65776,44.87918
755,-35.016815,-13.267877
756,-21.520071,13.5573845
757,-32.121,-4.736041
758,5.2751613,-6.407471
759,40.630882,-0.64462966
760,36.532127,1.7817546
761,19.422163,43.920578
762,29.759253,37.087097
763,-15.424242,-17.49621
764,-11.30479,-23.08242
765,14.783842,-0.84585255
766,20.31976,-32.56366
767,-22.39212,-17.171848
768,-12.908526,1.0122663
769,-14.778579,-1.072084
770,26.021057,11.9675865
771,-19.094017,10.504755
772,-37.589813,-13.131889
773,9.975046,6.64052
774,38.137596,-2.6146512
775,4.385631,-22.23366
776,3.7846303,-27.276138
777,11.826735,-9.577897
778,-16.484121,4.172474
779,4.3672347,5.914797
780,-34.377327,5.669824
781,-34.67231,-19.658638
782,-2.9742866,-28.521002
784,3.2543454,-4.8104987
785,-25.509617,-9.112095
786,-11.910033,-17.589561
787,-19.724815,6.680826
788,16.49003,-3.013644
789,-24.196404,-2.4267628
790,-32.900555,7.308357
791,25.51674,45.129887
792,-11.850776,2.1477947
793,14.850119,2.4308767
794,33.782658,5.381761
795,-24.32318,-22.952848
796,-21.267595,10.603512
797,17.940807,3.2540846
798,19.335615,-31.435047
799,-21.641745,2.9366148
800,-15.4859,-24.273367
801,-33.530613,3.1252167
802,-13.958968,-14.46219
803,12.169971,15.869169
804,10.341673,19.402231
805,38.119053,-2.6252716
806,28.01914,-0.30331683
807,27.236874,40.64045
808,-14.393371,-23.774612
809,-28.184158,-2.91029
810,-17.863192,5.5509014
811,-20.843023,11.938761
812,22.038773,-32.536194
813,10.526747,3.959112
814,41.470985,-9.875164
815,41.64193,-1.6859387
816,27.059679,8.6686535
817,-30.037626,4.7481484
818,10.172458,9.360229
820,28.344719,36.68588
821,29.096386,36.129772
822,-13.657799,30.109674
824,12.023839,15.346008
825,-14.534394,-0.6523701
826,2.3995595,15.728377
827,16.521772,-0.3469645
828,25.256903,43.866833
829,37.04353,-3.6230502
830,-14.723423,27.781858
831,3.287026,14.658215
832,7.004997,27.694908
833,42.641163,-11.192874
834,-28.66077,-20.953379
835,-14.76712,1.7843424
836,-28.103703,6.5216303
837,-15.216232,27.725117
838,-15.848731,29.706606
839,-17.710169,3.7471383
840,13.79134,18.445997
841,-0.9200173,-25.19348
842,-25.226227,15.252686
843,-10.502728,-15.299557
844,-17.441843,4.388782
846,19.890757,41.30358
847,-25.971867,-26.56823
848,10.729625,-9.142239
849,12.183302,17.293867
850,27.299715,10.176764
851,25.232038,34.957626
852,-16.000156,-1.7146083
853,12.559159,18.609478
854,7.850289,12.493378
855,-14.762155,2.328917
856,-6.5961003,-13.2627945
857,33.831978,0.5605372
858,7.100645,1.6383976
859,43.649635,-7.4971194
860,-22.162811,12.876475
861,-28.484863,-25.256199
862,-12.35418,29.916063
863,-5.826183,-14.64319
864,-19.628916,10.801261
865,26.183807,2.230615
866,4.4721956,-23.278479
867,-23.70886,-22.680609
868,38.008442,0.25258487
869,-28.072962,-23.78574
870,30.00143,39.93944
871,-20.293861,7.933997
872,-19.908405,-27.101274
873,-23.608372,-7.417652
874,-30.560059,9.596908
875,-17.613934,-23.62134
876,2.516092,15.657553
877,-12.029874,-3.8421338
878,23.834007,-30.821922
879,-11.27009,2.2775545
880,-32.741634,8.719017
881,9.164934,9.031712
882,-36.342175,-16.076122
883,19.707235,-9.990353
884,39.2722,-1.8911058
885,36.06092,-1.0635301
886,-36.283165,7.606117
887,12.446835,23.99046
888,6.8400307,10.967176
889,40.11453,-5.023473
890,11.248496,9.795708
891,-28.605005,-18.452593
892,-22.137144,-24.642612
893,-23.584621,15.943524
894,-36.451984,-11.354029
895,8.844744,-12.107479
896,-13.705254,-6.4946837
897,-1.3132695,-22.284826
898,16.631865,-0.24331363
899,-36.334553,-11.77562
900,-14.154296,-24.300684
901,-18.070654,-21.217077
902,12.261941,14.412723
903,18.673655,-9.332135
904,-16.065603,-22.700212
905,-29.55598,11.607267
906,10.489607,-7.6447253
907,-34.80056,-16.998184
908,-20.814072,17.649982
909,-17.823301,-24.169708
910,-24.424059,-11.704903
911,-27.306194,-16.80928
912,28.079351,40.21344
913,-27.086176,-5.7725744
914,39.041233,-3.0838654
915,-20.879333,3.405464
916,40.869804,-11.473215
917,-17.651611,7.015491
918,34.55675,-5.454042
919,42.0457,-9.901962
920,-25.245342,-12.857749
921,-27.276522,-16.07435
922,24.175962,-12.456848
923,11.052142,-9.530486
924,-12.377927,27.95544
925,11.385119,15.886401
926,-6.8942823,-25.522257
927,-21.900494,-26.09063
928,-13.284969,29.422794
929,-26.364887,-17.57303
930,43.430878,-7.9924827
931,32.61779,5.2531548
932,26.435024,1.1304982
933,-29.08601,-4.453469
934,-16.450275,2.3684132
935,-18.01433,7.6063156
936,-20.928736,-18.922705
937,-31.721132,-24.91717
938,31.53235,0.8014654
939,13.445947,0.98937947
940,-30.462334,-1.7123227
941,29.483526,36.451767
942,0.67143,-22.001205
943,-7.157296,-11.7754135
944,-33.66141,11.232897
945,18.889744,40.365383
946,-6.1173587,-27.64227
947,23.867285,-9.819202
948,-33.714634,-14.783964
949,-32.89408,-16.033823
950,-25.670218,-23.596813
951,46.039932,-8.396461
952,-15.995386,5.2871823
953,-22.153997,-24.332846
954,-34.357906,6.3141017
955,-22.919561,16.843527
956,44.34134,-10.106679
957,10.975429,22.029194
958,8.96624,21.527443
959,-4.252642,-25.329636
960,-29.009224,7.33523
961,-8.023293,-14.542672
962,29.76207,2.5104973
963,19.372143,-16.32136
964,-25.068834,-7.8702636
965,-28.881456,12.119914
967,16.804388,18.872538
968,32.724705,6.406267
969,23.449696,8.275847
970,26.23456,35.420113
971,27.436897,36.793064
972,-23.12748,-10.3856325
973,-23.195024,-11.151504
974,15.445072,23.558287
975,20.810389,38.273197
976,17.250973,4.6644397
977,-15.683937,26.931011
978,21.320702,38.402954
979,21.94939,38.510105
980,25.035393,41.32112
981,9.021579,-2.0964236
982,40.399426,-4.4458694
983,-22.651737,-22.290539
984,-32.47092,-14.079182
985,7.096993,27.461855
986,-25.001936,-20.053116
988,40.847424,-3.311237
989,39.93814,1.0930431
990,24.443388,-30.648678
991,-12.839866,10.049628
992,-16.90825,-0.5892744
993,23.138546,11.638839
994,-16.80085,13.649763
995,-13.925113,3.1355069
996,-35.053432,8.360127
997,-24.045673,-13.101892
998,28.948986,37.256546
1000,-15.057621,-4.001989
1001,-17.586914,7.918566
1002,-35.792492,2.3325067
1003,42.106514,-7.4209876
1004,-11.225382,-0.4494873
1005,-20.654055,11.555589
1006,-18.107128,-12.190889
1007,16.654448,-13.046621
1008,18.688974,-11.176803
1009,28.447433,3.38699
1010,-10.233436,8.455514
1011,-19.273748,-23.56555
1012,-29.823416,-21.889847
1013,-11.512773,29.169584
1014,8.973153,21.178734
1015,-31.624836,7.7431073
1016,30.435364,9.925772
1017,20.350945,-12.165906
1018,5.8784127,26.580252
1019,23.647493,39.2655
1020,-17.236843,8.164127
1021,18.971706,39.24909
1022,9.93398,28.181654
1023,-33.776413,10.148281
1024,-31.312317,10.400911
1025,25.452156,42.400295
1026,20.451733,40.29057
1027,22.9305,-9.580778
1028,-4.048886,-26.239521
1029,-8.849889,26.098217
1030,-7.9861784,-19.02034
1031,13.165369,-10.678442
1032,16.573996,-14.585847
1033,-7.764368,-23.363478
1034,23.068684,38.729885
1035,27.523346,37.426323
1036,44.68249,-9.339247
1037,39.96781,-1.1281543
1038,-25.474428,-20.27765
1039,21.595669,36.86678
1040,-20.061584,7.2868814
1041,20.973675,-31.627758
1042,31.325485,5.166587
1043,-30.986925,-2.3821135
1044,-27.61115,7.538114
1045,21.80007,-1.5301372
1046,14.79675,24.87815
1047,32.84229,-3.8460655
1048,39.0831,-0.64599955
1049,18.873314,-8.540895
1050,9.190633,28.050142
1051,-16.457584,7.4058375
1052,14.792061,-2.744142
1053,-33.827835,-0.14440295
1054,-2.4760358,-26.501242
1055,-24.510828,11.329421
1056,-11.133245,-20.133663
1057,8.10558,13.503213
1058,9.208047,20.521645
1059,-23.05363,10.588988
1060,36.31111,-3.1887338
1061,21.919092,-15.573704
1062,18.838612,-11.530735
1063,-16.2185,-0.41898507
1064,-23.794952,-18.260094
1065,-20.621756,8.731731
1066,28.861609,37.428387
1067,-17.035795,6.1757817
