ID,component_1,component_2
1068,28.151625,36.98086
1070,22.473345,-9.86505
1071,-33.72785,7.681238
1072,42.75188,-6.4412665
1073,-17.634697,-2.4974134
1074,20.850252,41.646626
1075,-13.98605,-10.799586
1076,26.701414,34.079617
1077,6.6896663,28.046907
1078,10.4913645,-9.327597
1079,8.284398,13.97021
1080,29.269243,10.074193
1081,16.666494,20.4033
1082,-22.730518,-16.010496
1083,8.509414,12.27727
1084,-12.923094,-21.459568
1085,20.567352,-32.961716
1086,-13.998197,-4.3015814
1087,7.232325,1.8236005
1088,10.130887,0.42942056
1089,27.108383,-8.767153
1090,12.044451,-10.796873
1091,6.8237157,-7.620446
1092,-14.997672,5.952071
1093,-21.549461,10.0743885
1094,-17.683008,7.665874
1095,-16.37713,-27.562805
1096,-17.660587,-6.9002056
1097,14.708262,5.294982
1098,6.8108516,19.651068
1099,18.863113,7.180222
1100,9.884077,20.928205
1101,-25.211039,-2.1817765
1102,-24.501936,-20.306255
1103,-13.2545805,-23.332243
1104,40.883213,-4.7157764
1105,32.48319,5.638199
1107,14.749557,22.130077
1108,22.001844,-10.798489
1109,15.759774,12.440922
1110,7.0030255,19.959156
1111,-33.83988,-11.246732
1112,21.34136,-32.501583
1113,28.930592,36.680958
1115,26.926294,7.9649634
1116,20.352812,-30.051674
1117,-26.471916,16.506212
1119,-22.690567,-17.764061
1120,20.648088,37.69237
1121,40.970078,-7.781414
1122,42.135933,-8.507681
1123,-11.309376,27.434975
1124,-36.457726,-15.185756
1125,9.49421,10.958225
1126,-38.07458,5.2888923
1127,-0.98453873,-25.55722
1128,-29.419516,-21.488873
1129,7.318752,-3.0901854
1130,6.366663,27.359364
1131,-24.416908,-15.900473
1132,23.867313,34.576458
1133,23.371956,-17.339958
1134,-25.369343,-20.974468
1135,-21.650648,-25.612404
1136,-16.351646,-26.377552
1137,28.526548,38.092445
1138,20.976461,39.724915
1139,12.3461485,23.743246
1140,-14.057505,0.717166
1141,-32.359077,-14.495352
1142,-21.941124,-18.085533
1144,45.915497,-8.212325
1145,37.89624,-3.6058362
1146,24.401646,40.762375
1147,-28.26059,-5.91916
1148,26.997622,-8.721026
1149,15.619592,3.1755822
1150,28.636211,35.91356
1151,-22.399405,17.102526
1152,25.376534,12.886076
1153,15.054004,-3.1680791
1154,23.171808,-17.3234
1155,25.89615,10.524124
1156,28.34107,8.784341
1157,-32.35846,-21.145226
1158,-31.275417,9.548969
1159,-30.540924,-18.100368
1160,-21.728079,3.6493137
1161,28.749763,-11.153841
1162,41.15991,-5.8058496
1163,-19.277216,-21.7274
1164,-2.389072,-27.944757
1165,8.823914,8.440601
1166,-31.656185,6.7612205
1167,-18.464188,-25.096745
1168,-21.311335,17.094425
1169,-14.034151,29.005028
1170,-10.793727,-17.505552
1171,-14.594397,-4.2103677
1172,-25.6667,-22.988426
1173,-36.412354,2.1129603
1174,-21.650675,-14.405819
1175,-33.15322,-13.107759
1176,-12.546587,28.714209
1177,39.895,-8.266131
1178,40.993397,-9.539372
1179,38.53431,-4.940862
1181,12.800603,15.690116
1182,8.690589,11.947437
1183,-1.3342428,-22.420835
1184,20.100088,-10.760202
1185,-18.80835,-23.568804
1186,23.272284,-30.492472
1187,12.806035,24.59354
1188,-18.510603,8.307211
1189,29.247135,-12.122179
1190,-13.009092,-9.978895
1191,8.621271,13.882899
1192,-29.187548,-14.482341
1193,20.82615,-11.460125
1194,-1.5877616,-23.56643
1195,-25.393286,-12.061474
1196,-20.616402,-24.154034
1197,-7.8756886,-16.478794
1198,-17.868662,-12.053964
1199,8.858131,22.11189
1200,23.204235,33.01439
1201,37.269768,-4.460423
1202,11.337426,3.6824455
1203,16.077667,13.254401
1204,21.533613,11.432988
1205,-35.92348,8.890519
1206,22.854017,-3.4068372
1207,-22.125448,-8.477368
1208,-11.110193,28.62963
1209,-33.26719,-19.330595
1210,-19.524364,7.7989507
1211,-22.338022,-14.723164
1212,22.723444,-14.8023
1213,8.965739,21.752935
1214,-22.595987,-7.2234244
1216,34.451992,-0.10384135
1217,-21.514708,-19.707415
1218,-35.569317,-19.86504
1219,23.30136,-6.7498198
1220,26.2183,-11.448967
1221,-23.61806,-7.5524817
1223,18.791256,7.0793114
1224,-12.688694,-10.217794
1226,20.885057,35.071266
1227,-25.588034,13.162917
1228,-7.9959254,-22.713472
1229,7.371754,27.746056
1230,23.353025,-10.340224
1231,31.084015,3.7844598
1232,39.366287,-2.8401895
1233,27.112444,34.965374
1234,-35.866154,2.754446
1235,8.901979,23.586798
1236,42.32441,-6.9372225
1237,-13.781833,29.238197
1238,-32.041523,-5.246509
1239,-15.752152,-0.96584463
1240,9.603845,9.952198
1241,29.008297,-11.542517
1243,-14.266153,27.686329
1244,-25.564083,12.682852
1245,23.470139,44.59228
1246,-33.272747,4.9334373
1247,-9.927305,7.569426
1248,9.377314,-11.9459
1249,-16.914124,-13.360533
1250,28.40779,5.484124
1251,6.794095,14.0589075
1252,13.483489,18.930872
1253,42.74955,-9.260155
1254,34.738667,-1.5575109
1255,-33.438385,2.7615035
1256,-30.295668,-3.7114034
1257,33.551582,1.1884193
1258,15.356967,21.819832
1259,-22.661896,17.443972
1260,-35.716545,3.6378474
1261,9.790636,27.995968
1262,17.854965,37.512547
1263,-22.288097,15.248917
1264,40.522705,-4.3874702
1265,40.24398,-5.2475715
1266,-20.588934,-19.450989
1267,-28.614073,11.081939
1269,-13.982868,-1.4046803
1270,-9.590454,8.014913
1271,-20.016644,0.6790492
1272,27.59987,36.23049
1273,-27.680801,-20.651215
1274,32.037354,5.848154
1275,40.303154,-6.7527704
1276,-26.041508,-20.814974
1277,-13.759067,6.3241115
1278,-35.228516,-13.763152
1279,23.403498,-10.889745
1280,-36.280132,-12.692339
1281,-12.459707,-1.024963
1282,-2.9952276,-16.55268
1283,-32.41323,-17.428392
1284,-25.294254,5.568802
1285,21.851109,-3.5678449
1286,22.05823,-7.636651
1287,8.557492,-6.2837815
1288,-33.016422,3.2062967
1289,-34.63628,-19.354382
1290,-34.7972,-20.194574
1291,-37.05062,-14.692519
1292,-5.5524297,-25.447763
1293,-30.388493,12.213542
1294,-11.685692,-21.102224
1295,43.67324,-5.669449
1296,14.883014,-1.0239592
1297,-11.195971,-22.74623
1298,7.9354615,2.0619361
1299,-14.643275,29.582846
1300,12.722019,22.261417
1301,31.080002,2.3537924
1302,28.473242,-2.2708123
1303,-19.913069,-5.784812
1304,1.948313,-25.95594
1305,-14.589786,4.023718
1306,24.333025,37.086643
1307,-38.39622,0.85495883
1308,-22.532013,-16.793936
1309,-36.77914,8.760252
1310,-16.441103,-2.177924
1313,24.764757,43.333702
1314,-17.992409,-7.5418677
1315,-22.624659,-19.010118
1316,-33.39789,-17.428728
1317,39.1937,-5.731281
1318,9.744285,20.952454
1319,-12.562628,0.041660927
1320,26.141428,1.2163324
1321,9.567662,20.424582
1322,-29.881615,-19.492193
1323,35.191864,-2.9041173
1324,37.735542,-2.0781367
1325,-21.771366,8.204805
1326,1.145178,-27.004856
1327,21.839794,34.945015
1328,11.971992,6.1511703
1329,38.521744,-2.673984
1330,27.341377,38.581448
1331,-33.91587,-17.677109
1332,6.9501886,-3.4216142
1333,-27.566046,-16.456207
1334,1.3699223,-27.78314
1335,-18.183317,-23.204725
1336,-19.244726,12.862441
1339,-25.578768,-21.607237
1340,25.318605,36.908203
1341,-4.601793,-21.75475
1342,-21.340235,-6.6908975
1343,-20.848343,-21.691816
1344,28.071838,39.983704
1345,5.8993373,28.000748
1346,-14.119429,-21.569227
1347,-32.41747,9.985994
1348,19.052975,40.770077
1349,30.2276,1.2654119
1350,-22.849981,8.507036
1351,15.261325,-3.152936
1352,-9.081324,-3.3804135
1353,22.545176,-31.052702
1354,-16.195625,-18.990475
1355,12.534029,8.129141
1356,18.438974,-6.085507
1357,20.796438,38.374794
1358,20.700554,-32.853695
1359,7.4964433,28.249609
1360,-32.346115,-25.249529
1362,23.21063,-3.5275266
1363,34.06834,-4.582023
1364,28.743898,-11.466612
1365,-1.3587172,-26.764345
1366,20.353394,-10.273727
1367,38.47014,-8.81869
1368,40.28205,-9.295037
1369,-27.380144,-5.6634007
1371,-1.9469023,-25.166023
1372,-0.4827459,-26.470352
1373,38.7004,-0.57839006
1374,40.18389,-1.8858591
1375,-0.52276605,-28.317781
1376,-10.105728,-14.51925
1377,-14.664829,0.9747464
1378,-24.24053,12.835656
1379,-21.890863,-22.96271
1380,-14.311958,-23.306467
1381,-30.489347,5.0377183
1382,-21.303255,11.4321165
1383,-18.68038,7.2079635
1384,-9.217229,-23.358418
1385,-24.921167,-16.755514
1386,-18.866346,-22.578293
1387,-25.755136,-17.377747
1388,20.00786,-2.4557106
1389,-30.121738,-20.666687
1390,-14.427518,27.81951
1391,13.46085,-3.363108
1392,24.14513,45.23235
1393,-14.794225,6.4013157
1394,24.680151,-13.69507
1395,-33.53769,-20.89807
1397,12.3239155,16.912746
1398,-31.523401,-18.131536
1399,-23.562973,4.4267297
1400,-23.956488,18.494957
1401,-38.58851,3.370004
1402,-32.410843,-21.620071
1403,1.9894408,-26.312168
1404,27.22444,1.2377392
1405,16.996386,20.151478
1406,-28.755808,-19.893982
1407,22.989649,12.422328
1408,25.419632,41.167118
1409,-12.735709,29.064922
1410,-25.250196,-17.738869
1411,-34.777153,-18.277027
1412,9.403357,21.8976
1413,36.769253,-3.105709
1414,3.7743993,-26.234102
1415,9.099556,6.932952
1416,10.113192,23.09979
1417,-19.541868,-20.77232
1418,-32.77451,-15.032939
1419,24.339588,11.611248
1420,-12.181209,-1.5259156
1421,-23.04655,-7.134071
1422,14.772009,23.982342
1423,-24.895416,-11.726851
1424,9.624032,-2.2055411
1425,-25.62167,2.6079726
1426,12.356249,-6.8974285
1427,-37.63165,5.6622415
1428,-13.95157,1.2889836
1429,27.644674,37.35461
1430,20.489515,-9.810861
1431,12.581508,-7.8738036
1432,-18.038164,7.1300864
1433,-19.551731,4.1897073
1434,-32.572693,-2.3591921
1435,-27.655388,-20.883669
1436,9.088455,1.4190515
1437,-25.882761,12.998643
1438,33.300472,-0.91486716
1439,26.037706,1.020065
1440,-13.981978,-1.9102308
1441,26.981073,40.23172
1442,-23.528278,-26.204477
1443,-18.518377,-0.32644996
1444,18.310331,-6.6262307
1445,22.750948,-11.707275
1446,-15.845937,-21.510532
1447,-29.35243,-16.664305
1448,32.853127,-1.2458135
1449,-11.901859,-26.598463
1450,-31.367857,-3.6691399
1451,-19.068256,-8.177742
1452,-3.6211374,-22.624283
1453,38.900208,-5.894277
1454,-16.422213,-27.68138
1455,-15.160468,27.898605
1456,-10.320416,-11.995715
1457,8.1531315,5.0705442
1458,27.756786,34.571846
1459,5.434821,26.413788
1461,4.8525834,-5.4024935
1462,-30.690018,6.887297
1463,-9.928619,28.097544
1464,4.7413344,8.06109
1465,22.553852,-30.617435
1466,26.63608,-0.8842618
1467,26.349815,0.34416568
1468,33.97264,4.6720343
1469,17.019228,19.893375
1470,23.97037,-30.95654
1471,-15.568422,-24.9165
1472,-20.765041,-26.289505
1473,20.819262,-10.007861
1474,13.461345,0.32591936
1475,8.003354,13.502189
1476,-3.5967755,-15.904694
1478,41.372868,-4.613264
1479,-36.65113,-16.220716
1480,44.756393,-5.263969
1481,-16.575483,6.35392
1482,12.760478,-8.556043
1483,37.927635,0.6223565
1484,28.372204,10.526204
1485,-24.73334,-11.227934
1487,-32.666733,9.963423
1488,-23.066853,-8.530093
1489,-14.023522,29.325333
1490,-35.004604,8.581019
1491,-19.280619,-24.966782
1492,9.999211,7.7050424
1493,21.31121,39.646236
1494,9.167066,-3.8763857
1495,-38.43543,3.4254541
1496,-12.050941,-0.596993
1497,16.543575,18.289782
1498,-28.280386,11.954768
1499,-33.432854,8.252149
1500,-17.807558,8.232673
1501,-19.878384,14.627695
1502,4.626391,-5.1714897
1503,18.985022,39.312946
1504,16.061708,-1.8198043
1505,-22.066658,17.815243
1506,20.112251,-3.2826138
1507,6.785147,10.093171
1508,17.19753,-14.65929
1509,7.881026,13.458257
1510,25.208868,-14.775475
1511,-19.20387,-27.633205
1512,-33.38031,0.53739524
1513,-31.894453,-15.58816
1514,-17.033323,-13.151266
1515,38.078884,1.1633594
1516,19.451077,2.694852
1517,1.5097935,-26.037706
1518,-27.583683,-15.643126
1519,-24.549597,15.934871
1520,21.643362,38.553112
1521,8.474288,7.2568736
1522,41.667557,-7.9382834
1523,-8.319731,-22.556244
1524,-28.616009,10.548812
1525,16.189287,-1.3123646
1526,-21.495708,16.429014
1527,11.059106,15.425945
1528,1.2965738,-22.46807
1529,-12.422779,27.245316
1530,-5.0273213,-9.941826
1531,-10.711403,2.7308319
1532,2.6695971,-26.615044
1533,3.0744002,15.033345
1534,-35.05189,8.537472
1535,-5.0945544,-24.077015
1536,-24.768778,2.5057983
1537,-31.99213,10.817514
1538,-33.312378,10.021779
1539,-33.54985,10.288582
1540,-19.835014,7.891426
1541,18.398977,39.835754
1542,-33.593525,2.1931577
1543,-28.227873,-1.9182702
1544,-5.8172383,-23.230688
1545,23.101612,36.951214
1546,-17.077736,-25.323786
1547,-37.490356,3.5980213
1548,-24.429579,17.429243
1549,32.334164,0.8499897
1550,-36.34258,5.8282447
1551,-6.5779567,-15.424411
1552,22.389809,-17.193542
1553,36.75028,-7.5968127
1554,6.9190083,-7.668094
1555,13.966027,-8.984228
1556,3.095476,-27.346054
1557,-13.473669,-17.471863
1558,-21.086262,-8.675539
1559,-30.981848,7.035624
1560,-30.016861,-24.825611
1561,20.273304,34.94945
1562,30.729475,1.9175235
1563,-31.676008,-4.943502
1564,-29.002098,-23.91692
1565,-12.983233,30.85525
1566,45.685158,-9.310251
1567,0.346989,-27.459389
1568,27.59778,-11.094474
1569,-20.326511,-15.371198
1570,-9.813103,-21.651098
1571,8.672269,1.4061383
1572,20.431946,34.438435
1573,43.731827,-3.4568126
1574,-12.80029,-2.9219887
1575,36.53225,-6.760579
1576,-25.729616,-2.0188463
1578,4.0489917,9.088243
1579,40.63868,-11.568499
1580,23.364359,-17.426344
1581,22.247675,-2.0562086
1582,-12.728533,-2.207993
1583,-16.583384,-12.933317
1584,0.8423879,-26.039883
1585,-22.868385,5.2450366
1586,0.12945642,-22.200031
1587,11.531999,-8.466712
1588,22.361519,42.81555
1589,-27.162395,8.612691
1590,-19.073635,10.789778
1591,22.126774,-13.867641
1592,18.852753,-30.6504
1593,33.238564,-0.9322693
1594,14.259829,-1.637131
1595,-25.073086,-2.388286
1596,22.553099,-12.233734
1597,20.115133,-12.724024
1598,0.29365906,-25.997332
1599,20.16425,-11.136094
1600,-9.611202,7.536801
1601,-10.083328,-16.219007
1602,1.9786272,-29.433302
1603,21.410912,-3.0277877
1606,9.064724,23.443272
1607,-3.549095,-22.684834
1608,13.118769,5.9207993
1609,8.595843,-4.8069043
1610,37.354767,0.3938278
1611,38.87908,-1.4766113
1612,8.389857,11.572255
1613,-26.103308,-20.134706
1614,-4.0219326,-27.547522
1615,-27.662302,10.551815
1616,-23.056286,-14.176678
1617,5.237458,-5.989291
1618,24.723673,11.319583
1619,10.521703,-6.9843946
1620,-35.05326,8.370207
1621,24.331139,44.480705
1622,10.539786,15.094675
1623,21.899847,43.457798
1624,14.495034,15.713147
1625,37.280308,-3.2997856
1626,42.15015,-4.9998546
1627,-21.739191,-19.184464
1628,-21.566088,-8.410441
1629,15.167015,-0.29170153
1630,-16.571138,-15.327803
1631,-21.637009,11.426491
1633,27.664194,8.465678
1634,12.259515,4.96019
1635,-11.291287,25.122585
1636,-28.883278,-16.536976
1637,11.440819,-8.779103
1638,0.7771949,-27.72038
1639,-25.729359,-22.78544
1641,19.562357,34.764004
1642,-24.068056,-8.026923
1643,6.586996,27.218607
1644,26.008028,40.56646
1645,21.258726,39.175365
1646,42.14447,-0.68287677
1647,45.21496,-10.742069
1648,-36.627285,-11.007325
1649,-37.971962,5.5716786
1650,30.855272,1.224153
1651,23.197895,9.786511
1652,7.9017844,-7.2890506
1653,-28.360535,-2.18892
1654,20.390198,-0.7947518
1655,23.942556,44.34574
1656,21.503311,-2.8501935
1657,-34.020115,1.6846352
1658,-20.84736,-19.555239
1659,22.150984,-13.160523
1660,-12.650542,30.656218
1662,-35.205112,2.9710243
1663,17.111353,2.4930785
1664,22.635319,-16.979584
1665,-18.713978,11.413796
1666,-38.726765,6.866129
1667,-4.0525913,-21.337887
1668,-4.721754,-26.094381
1669,-28.626154,2.075212
1670,-26.996597,3.465708
1671,-25.01975,2.0952394
1673,-34.96567,-20.60011
1674,-6.1563416,-23.734377
1675,7.8771377,17.022644
1676,-29.997696,-5.9429226
1678,22.308512,36.85504
1679,22.484388,36.551662
1680,-17.23129,-26.06511
1681,-13.90138,3.1735904
1682,22.032734,-31.658333
1683,9.114626,20.95652
1684,-13.218179,-2.3098717
1685,16.701145,19.139484
1686,25.068089,43.94606
1687,7.3958526,-7.4590554
1688,-31.3633,11.639423
1689,18.942875,-3.9742332
1690,-10.124941,-20.890303
1691,-7.095232,-14.754028
1692,13.340322,11.202938
1693,-26.321276,8.529095
1694,-28.143492,-20.49285
1695,-22.522818,11.571405
1696,11.740644,11.235791
1697,-9.5820875,-13.110933
1698,-10.175829,-3.9138286
1699,-14.5136795,8.309331
1700,-11.076486,-20.530891
1701,41.128098,-2.62385
1702,-20.804958,13.949057
1703,25.327095,11.199907
1704,39.707714,-4.150401
1705,26.317356,3.6599045
1706,-2.562573,-27.555746
1707,-5.2765865,-26.197273
1708,-28.398056,-1.4644371
1709,9.473286,28.211794
1710,37.81104,-2.0222163
1711,34.199593,1.9368807
1712,39.309937,-1.138778
1713,-22.545906,-27.015232
1714,-9.382793,-21.295326
1715,-34.45893,-19.701025
1716,22.149475,9.271922
1717,-0.22069028,-27.538965
1718,21.123241,10.935873
1719,5.491942,26.963966
1720,10.445311,21.214813
1721,-28.964655,0.28954318
1722,-36.82629,4.887331
1723,-34.655132,5.9290795
1724,42.910522,-6.037547
1725,31.718985,3.9140234
1726,19.825129,-11.549688
1727,10.994971,15.340735
1728,18.781338,3.8813198
1730,-23.116148,-18.424417
1731,-9.2876,-13.381107
1732,24.308702,44.37129
1733,-36.61789,5.2258463
1734,-12.987466,28.658478
1735,-35.89857,-16.952763
1736,-31.923735,2.9020376
1737,17.990862,-9.913846
1738,-31.993551,-23.504908
1739,22.030466,-9.411452
1740,10.544449,-10.551418
1741,7.91137,14.201289
1742,25.925034,36.499336
1743,-18.759872,10.542625
1744,1.3777354,-28.362125
1745,42.342216,-0.65835613
1746,42.95063,-8.9531555
1747,42.808907,-1.0113316
1748,9.290909,-9.026752
1750,-13.892127,28.971626
1751,-20.713102,8.092056
1752,-16.64738,7.9959
1753,-23.152075,4.081083
1754,-11.017258,9.134983
1755,-25.1169,11.894064
1756,2.4338105,15.709845
1757,-22.817984,14.324273
1758,-32.14303,-23.646528
1759,35.865242,-2.8562098
1760,-11.846487,-22.73599
1761,-22.635866,4.1675963
1762,21.769983,-17.535854
1763,-14.23353,2.6381137
1764,22.869556,-31.715233
1765,-26.233856,-19.32724
1766,17.050163,19.793926
1767,38.354107,-1.1390959
1768,-25.58279,3.6246512
1769,-12.303736,30.51226
1770,28.641733,2.9962628
1771,-16.8392,-11.0828
1772,-24.221193,-0.9839067
1773,-0.66762286,-23.98505
1775,10.458224,-8.809119
1776,14.231971,-1.0125878
1777,-21.155447,-17.58837
1778,-31.043055,-4.807691
1779,-7.5873594,-15.9983015
1780,12.099179,9.628489
1781,-20.809532,-11.83119
1782,-0.36219555,-20.697506
1783,40.051304,-9.589216
1784,28.849447,-2.1082852
1785,17.17162,38.23423
1786,13.358561,15.325507
1787,-10.581071,26.280596
1788,-18.205202,-1.7298003
1789,-32.745842,11.264267
1790,-28.07272,-21.38891
1791,-3.462459,-28.238562
1792,39.177906,0.68035156
1793,8.981266,12.618739
1794,40.65094,-3.0701165
1795,-33.272503,3.7491777
1796,-18.987898,-26.222372
1797,7.744957,29.123905
1798,-11.232203,4.722673
1799,8.268382,27.62607
1800,-0.58017915,-26.553757
1801,-27.39445,-1.4954331
1802,26.41992,2.8474844
1803,21.465176,-12.508545
1804,-21.045816,-16.063976
1806,-22.087662,6.5347495
1807,-31.51893,-19.401104
1808,32.315933,3.3060622
1809,28.474073,-15.837335
1810,-32.18082,-5.255719
1811,-21.8091,6.3194275
1812,-36.314873,-11.646732
1813,20.513323,-16.115519
1815,22.608206,44.09989
1816,-24.615822,6.858593
1817,-18.898478,-2.6071362
1818,22.15142,44.3361
1819,-16.818256,3.9689546
1820,-35.22451,-19.478346
1821,9.2797,23.591352
1822,-21.823906,-18.585249
1823,24.85617,40.40736
1824,21.670897,-31.925869
1825,18.488478,0.2376151
1826,21.725967,-13.501437
1827,25.594355,0.71522063
1828,-15.111627,-26.115782
1829,24.94042,-8.725433
1830,20.068264,41.287704
1832,-16.87046,-10.940891
1833,-12.424611,-15.170051
1834,-33.43372,4.3206253
1835,12.257522,8.898222
1836,-34.54809,-17.571735
1837,41.064114,-5.923613
1838,26.801582,8.10961
1839,34.086647,-0.0036677883
1840,-34.85037,10.056381
1841,44.592964,-7.0299683
1842,-13.535398,-22.745245
1843,-21.459976,-26.51119
1844,-17.622086,-12.588335
1845,-18.116768,-12.262279
1846,22.20064,-16.612915
1847,-16.313702,10.383339
1848,29.6293,-11.034933
1849,9.636715,8.081656
1850,-17.221766,-1.0406464
1851,1.1270467,-24.561148
1852,-17.789541,-6.7533207
1853,-26.099253,-18.000166
1854,-23.606691,10.044213
1855,-14.844017,8.091673
1856,46.7619,-10.515154
1857,-3.5063705,-28.377136
1858,-16.507439,10.350665
1859,-37.144367,9.183217
1860,13.294208,9.660881
1861,-21.736317,-22.19138
1862,-13.8013525,28.778755
1863,19.06896,2.2955756
1864,-11.158941,26.983221
1865,-21.765253,7.8714714
1866,-34.467186,5.3974338
1867,-24.233713,7.6841598
1868,-9.822919,6.8340683
1869,-24.874516,12.408757
1870,-32.186356,-5.3392205
1871,18.292963,1.1011525
1872,-6.662765,-19.55696
1873,-23.079863,15.839104
1874,11.012855,9.241767
1875,13.332994,1.9042536
1876,-18.316698,10.897126
1877,-33.517326,-18.485384
1878,21.562971,-1.1874123
1879,-30.153275,5.9367294
1880,31.701538,2.5060372
1881,23.71906,-12.418771
1882,27.251165,5.271817
1883,28.06189,6.5960293
1884,-10.807195,-2.461487
1885,-31.272264,-1.1726604
1886,-26.050026,-11.41606
1887,24.032923,45.30092
1888,24.511292,44.866013
1890,39.953224,-5.571393
1891,9.581917,4.9641185
1892,-14.321171,-14.084459
1893,27.780226,12.124204
1894,6.7521973,5.518326
1895,7.036715,5.651742
1896,-35.189713,-13.323117
1897,-30.973375,2.8202026
1898,13.370381,18.189203
1899,-11.017876,26.5293
1900,20.79074,40.244205
1901,38.027905,-0.5333777
1902,-27.65206,-21.627312
1903,17.747034,-11.644664
1904,-19.669857,-24.922703
1905,11.293267,22.822144
1906,-18.019976,-8.195189
1907,21.127132,-12.130762
1908,5.9886217,26.123701
1909,44.502743,-7.0630317
1910,21.409578,-2.91461
1911,17.50362,1.4163411
1912,34.928818,-0.92036766
1913,-34.752712,8.905215
1915,26.953205,38.978355
1916,15.607698,23.853943
1917,13.64408,16.43145
1918,28.756456,38.171597
1919,-10.787744,26.452827
1920,-2.2236018,-23.259537
1921,-14.788996,-1.7242891
1922,-24.728226,18.270826
1923,-11.066856,-11.651099
1924,-30.960552,-1.8352687
1925,20.900799,-12.666823
1926,-7.4637175,-23.733253
1927,7.963067,9.899038
1928,-3.866309,-24.089855
1929,-12.635838,-1.2428486
1931,-14.801348,11.034094
1932,9.955038,14.305266
1933,11.798518,1.7847043
1934,-11.928941,9.7167225
1935,12.704421,9.148593
1936,45.14121,-11.020884
1937,4.3736577,21.270954
1938,23.034168,37.311005
1939,-28.073666,-3.0231946
1940,0.2903817,-28.992022
1941,38.690468,-5.4090967
1942,-31.068329,9.913453
1943,16.215105,21.477556
1944,8.755404,4.4188313
1945,-8.190212,-10.097642
1946,15.379915,0.5883295
1947,-7.510684,-14.992296
1948,-15.206994,27.895023
1949,20.618269,39.40217
1950,-6.1693377,-19.32002
1951,-4.8827667,-13.585316
1952,-20.682272,-28.59741
1953,6.7901363,5.1309495
1954,20.605015,34.072044
1955,21.67029,-32.478493
1956,-22.210793,17.323708
1957,10.306156,18.896976
1958,1.2968081,-27.156504
1959,-17.13119,9.388984
1960,-20.965252,-26.926096
1961,-10.166616,27.832703
1962,6.7807193,21.033321
1963,-5.929584,-27.627514
1964,7.5513425,-2.4083447
1965,26.36209,-14.771879
1966,21.811804,44.784126
1967,26.84286,40.54518
1968,25.370132,-15.200786
1969,19.445745,39.687595
1970,-7.8751817,-12.276543
1971,-7.256954,-19.86393
1972,45.051758,-9.152212
1973,-13.797661,-26.61679
1974,29.80564,8.0398655
1975,-12.51516,29.171875
1976,22.32982,-6.6787977
1977,15.703136,21.69209
1978,45.327305,-7.6312904
1979,-0.5162042,-19.86561
1980,45.397076,-7.8987308
1981,0.46288034,-28.12394
1982,-14.528488,3.5464494
1983,-13.732649,3.416953
1984,-11.44998,4.390291
1985,-22.43764,17.380123
1986,-15.97917,-26.796206
1987,-19.623314,10.983643
1988,23.922363,45.23773
1989,-0.03703953,-28.89896
1990,-0.0643997,-27.957891
1991,2.0877786,-27.266083
1992,34.794395,6.066635
1993,25.803772,11.869855
1994,6.9029784,5.410526
1995,19.660805,34.994812
1996,4.6212497,8.1582775
1997,17.085695,37.83588
1998,22.108107,-17.172237
1999,-4.6003556,-24.080837
2000,-35.10132,7.1557527
2001,-29.008812,9.239867
2002,-28.084257,-23.424696
2003,28.599613,-14.824029
2004,-36.41081,-15.818346
2005,-28.253763,-26.95639
2006,26.924133,34.564976
2007,-26.76951,7.2069006
2008,23.395885,-31.780193
2009,14.372537,-13.120226
2010,22.03463,44.640068
2011,23.54512,-15.08734
2012,-5.6654735,-13.861911
2013,-13.809911,-3.7007568
2014,-15.987645,-25.754038
2015,30.610495,0.32640186
2016,9.548311,28.469643
2017,22.12783,-11.962878
2018,13.90072,23.804605
2019,-27.59735,-24.815622
2020,-34.88063,-19.07133
2021,-36.372272,-15.49868
2022,20.560009,-30.380404
2023,-22.36809,-18.581915
2024,28.886503,39.91571
2025,28.403147,40.568466
2026,10.6808,25.418919
2028,-21.739584,-27.402798
2029,-36.480793,-17.983013
2030,46.732254,-10.15251
2031,11.903641,16.539856
2032,-32.100895,10.029282
2033,-22.665972,6.4588213
2034,-21.954504,-17.264473
2035,9.606539,6.7991886
2036,17.762474,-8.899158
2037,22.036312,-32.442074
2038,7.807259,-2.0875752
2039,-29.345451,-22.438652
2040,-30.166935,-17.571064
2041,-36.60992,8.140674
2042,28.46735,37.42912
2043,22.94384,33.651123
2044,26.995543,2.0156689
2045,11.245515,-8.753536
2046,-32.23691,8.565692
2047,-22.362263,-10.931458
2048,-21.566895,5.6012187
2049,-0.44738495,-23.240759
2050,1.3554015,-26.364677
2051,-15.704062,26.959982
2052,6.332952,27.582897
2053,24.4393,13.14665
2054,-15.549707,26.856352
2055,10.398922,4.957814
2056,-21.957232,5.5297213
2057,-34.377895,-14.312427
2058,-13.6007395,0.77401346
2059,-15.496922,1.6842399
2060,-13.253786,-4.0472846
2061,26.755568,8.72569
2062,-31.150269,6.7283573
2063,-12.30318,-15.170745
2064,10.305204,24.97146
2065,-31.56605,-18.045937
2066,19.171972,3.0942705
2067,19.585104,-11.0127735
2068,39.62355,-6.1244993
2070,12.516622,3.4093463
2071,4.8571916,-4.542925
2072,-24.704462,-9.74617
2073,-18.366861,10.617499
2074,1.6996328,-25.034405
2075,24.663836,42.182697
2076,45.08002,-7.047908
2078,22.79394,44.04801
2080,9.065969,-4.951617
2081,-4.8266797,-27.981092
2082,23.094753,42.388165
